<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,60,020523,1100,4680,4705,4661,4662,112678
LKOH,60,020523,1200,4662,4673,4645,4658,107553
LKOH,60,020523,1300,4658.5,4670,4645.5,4659,39330
LKOH,60,020523,1400,4659,4679.5,4648.5,4651,65166
LKOH,60,020523,1500,4651.5,4662,4648,4653,33813
LKOH,60,020523,1600,4653,4653,4630.5,4638,65073
LKOH,60,020523,1700,4637.5,4650,4631,4640,42100
LKOH,60,020523,1800,4639,4645,4552,4563,185691
LKOH,60,020523,1900,4562,4617,4556,4610,119402
LKOH,60,020523,2000,4604,4607.5,4592,4600,16218
LKOH,60,020523,2100,4599.5,4600,4580,4586,20538
LKOH,60,020523,2200,4586,4590,4570,4582.5,25256
LKOH,60,020523,2300,4582.5,4599.5,4579.5,4596.5,11417
LKOH,60,030523,0000,4597.5,4599,4577,4581,11935
LKOH,60,030523,1100,4580.5,4613.5,4521,4602,276794
LKOH,60,030523,1200,4602.5,4605,4585,4605,96519
LKOH,60,030523,1300,4605,4638,4601,4620,126989
LKOH,60,030523,1400,4620,4631,4591,4612,63871
LKOH,60,030523,1500,4613.5,4621,4600,4608.5,52081
LKOH,60,030523,1600,4608.5,4613,4585,4587.5,49995
LKOH,60,030523,1700,4587.5,4588.5,4563,4585,53957
LKOH,60,030523,1800,4585.5,4588,4550,4558.5,69400
LKOH,60,030523,1900,4558,4563.5,4521,4521,90657
LKOH,60,030523,2000,4521,4534.5,4491,4533.5,92112
LKOH,60,030523,2100,4533.5,4538,4511.5,4522.5,23775
LKOH,60,030523,2200,4523.5,4531,4510.5,4522,31486
LKOH,60,030523,2300,4520,4531,4507.5,4507.5,41983
LKOH,60,040523,0000,4509.5,4525,4496,4508.5,37252
LKOH,60,040523,1100,4522,4564.5,4513,4533.5,133177
LKOH,60,040523,1200,4533,4553,4526.5,4526.5,62286
LKOH,60,040523,1300,4527,4552.5,4512.5,4551,63344
LKOH,60,040523,1400,4550.5,4552,4522,4541,36105
LKOH,60,040523,1500,4541,4548,4537,4540.5,23427
LKOH,60,040523,1600,4540.5,4545,4527,4528,31209
LKOH,60,040523,1700,4528,4541,4527.5,4533.5,13671
LKOH,60,040523,1800,4533.5,4535.5,4515.5,4523,31736
LKOH,60,040523,1900,4523,4545.5,4515,4515,45365
LKOH,60,040523,2000,4525,4528.5,4517,4528.5,7372
LKOH,60,040523,2100,4528.5,4536.5,4526,4530,5564
LKOH,60,040523,2200,4529,4539,4524,4539,10414
LKOH,60,040523,2300,4539,4539,4534,4539,7784
LKOH,60,050523,0000,4538.5,4549.5,4538,4547.5,19134
LKOH,60,050523,1100,4547.5,4557.5,4528,4555,70354
LKOH,60,050523,1200,4554,4557.5,4533,4546.5,45038
LKOH,60,050523,1300,4546.5,4548,4521,4523,48066
LKOH,60,050523,1400,4523,4542,4523,4535,21293
LKOH,60,050523,1500,4535,4543.5,4525,4528,31830
LKOH,60,050523,1600,4530,4533,4510,4513.5,44992
LKOH,60,050523,1700,4513.5,4531,4510.5,4521,44522
LKOH,60,050523,1800,4519.5,4527.5,4513,4527,25174
LKOH,60,050523,1900,4526,4529.5,4517.5,4528,19097
LKOH,60,050523,2000,4527.5,4527.5,4517.5,4521.5,8508
LKOH,60,050523,2100,4522,4522,4513,4515.5,14556
LKOH,60,050523,2200,4515.5,4519.5,4510.5,4511,17491
LKOH,60,050523,2300,4512,4517.5,4507,4510.5,16358
LKOH,60,060523,0000,4510.5,4519.5,4501.5,4509,25846
LKOH,60,080523,1100,4525,4559,4517.5,4544.5,79073
LKOH,60,080523,1200,4546.5,4556.5,4539.5,4551,26882
LKOH,60,080523,1300,4553,4556,4541,4541,17213
LKOH,60,080523,1400,4541,4548,4535,4548,20268
LKOH,60,080523,1500,4547.5,4555,4546,4552.5,15788
LKOH,60,080523,1600,4552.5,4557,4550.5,4556.5,16038
LKOH,60,080523,1700,4556.5,4594,4556,4582,61785
LKOH,60,080523,1800,4582,4586,4574,4581.5,20370
LKOH,60,080523,1900,4581.5,4599.5,4558.5,4558.5,50119
LKOH,60,080523,2000,4564,4583,4560,4580.5,18047
LKOH,60,080523,2100,4580,4581,4569.5,4572,6531
LKOH,60,080523,2200,4572,4573.5,4556,4567.5,14535
LKOH,60,080523,2300,4567.5,4568,4560,4561.5,4674
LKOH,60,090523,0000,4565,4575,4561.5,4564.5,11166
LKOH,60,100523,1100,4560,4675,4559,4644.5,319172
LKOH,60,100523,1200,4643,4664.5,4642.5,4655,84801
LKOH,60,100523,1300,4655,4667,4647.5,4655,75794
LKOH,60,100523,1400,4655.5,4658,4645,4654,38451
LKOH,60,100523,1500,4653,4685,4651.5,4670,124783
LKOH,60,100523,1600,4669.5,4680,4667,4680,48652
LKOH,60,100523,1700,4680,4690,4670.5,4678.5,77949
LKOH,60,100523,1800,4678.5,4685,4673,4680,58773
LKOH,60,100523,1900,4680,4685,4671,4672,33481
LKOH,60,100523,2000,4683,4700,4676,4696.5,34793
LKOH,60,100523,2100,4696,4710,4693,4708,42515
LKOH,60,100523,2200,4708,4716,4705,4707.5,28503
LKOH,60,100523,2300,4707.5,4712,4703.5,4710.5,20255
LKOH,60,110523,0000,4711.5,4716,4710,4716,14971
LKOH,60,110523,1100,4725,4819,4716,4817,359019
LKOH,60,110523,1200,4816,4849.5,4795.5,4808,309625
LKOH,60,110523,1300,4809.5,4836,4800.5,4823.5,116735
LKOH,60,110523,1400,4822.5,4836,4762,4797.5,184854
LKOH,60,110523,1500,4797.5,4816.5,4765,4787.5,147826
LKOH,60,110523,1600,4788,4815,4787.5,4808.5,85143
LKOH,60,110523,1700,4809,4828.5,4805,4827.5,109473
LKOH,60,110523,1800,4826,4848,4819,4837.5,183456
LKOH,60,110523,1900,4837.5,4838,4817.5,4817.5,58814
LKOH,60,110523,2000,4824.5,4837.5,4817.5,4826.5,30930
LKOH,60,110523,2100,4826.5,4830.5,4776,4783,85851
LKOH,60,110523,2200,4783,4783.5,4681,4735,400425
LKOH,60,110523,2300,4735,4786.5,4715,4766.5,212474
LKOH,60,120523,0000,4763.5,4792,4762,4788.5,82524
LKOH,60,120523,1100,4800.5,4842.5,4751,4801.5,294809
LKOH,60,120523,1200,4801.5,4811.5,4765,4806,115533
LKOH,60,120523,1300,4805.5,4815,4781,4801.5,89390
LKOH,60,120523,1400,4802,4805,4786,4790,41474
LKOH,60,120523,1500,4790,4798,4785.5,4796,44534
LKOH,60,120523,1600,4795.5,4810,4793.5,4808.5,70450
LKOH,60,120523,1700,4809.5,4819,4802,4818,64840
LKOH,60,120523,1800,4819,4825.5,4790,4813,93616
LKOH,60,120523,1900,4813,4820,4802.5,4802.5,47844
LKOH,60,120523,2000,4808.5,4816.5,4793,4798.5,41705
LKOH,60,120523,2100,4798,4807.5,4797,4805,16233
LKOH,60,120523,2200,4805.5,4810.5,4804,4807,10178
LKOH,60,120523,2300,4807,4814,4805,4811.5,20454
LKOH,60,130523,0000,4812,4819,4810,4819,20031
LKOH,60,150523,1100,4840,4929.5,4838,4919.5,405313
LKOH,60,150523,1200,4918.5,4944,4912,4914.5,223820
LKOH,60,150523,1300,4913,4930,4912,4924,72482
LKOH,60,150523,1400,4924,4939,4922,4938.5,101787
LKOH,60,150523,1500,4939,4974,4938.5,4960,254787
LKOH,60,150523,1600,4959.5,4976.5,4946.5,4975,126676
LKOH,60,150523,1700,4974.5,4975,4960.5,4965,79151
LKOH,60,150523,1800,4965.5,4974.5,4953,4968,73023
LKOH,60,150523,1900,4967.5,4980,4965,4980,98035
LKOH,60,150523,2000,4975,5000,4972.5,4993,124415
LKOH,60,150523,2100,4993,5014,4989,5011.5,94378
LKOH,60,150523,2200,5012,5015,5003.5,5006,47526
LKOH,60,150523,2300,5006,5013.5,4996.5,5013,39621
LKOH,60,160523,0000,5012.5,5055,5010.5,5045.5,128801
