<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,150222,0000,314.1,324.9,303.25,321.85,121203060
GAZP,D,160222,0000,322.5,335.5,322.44,333.6,96875770
GAZP,D,170222,0000,335.86,339.98,331.62,336.5,77128130
GAZP,D,180222,0000,336.36,336.36,322.04,323.51,102149710
GAZP,D,190222,0000,325.6,329.32,306.7,309.48,125452970
GAZP,D,220222,0000,309.47,318.9,241,257.3,413243360
GAZP,D,230222,0000,253.95,284.07,246.7,283.51,324922990
GAZP,D,250222,0000,255.02,255.02,126.53,210,413550130
GAZP,D,260222,0000,208.01,244.94,191.6,228,211877250
GAZP,D,250322,0000,251.41,278.9,232,258.51,78576580
GAZP,D,260322,0000,263.99,269.33,225.6,227,67191030
GAZP,D,290322,0000,225.25,229.45,213.03,218.6,24680170
GAZP,D,300322,0000,220,226,206,208,40309120
GAZP,D,310322,0000,211.02,219.41,210.52,216,38559960
GAZP,D,010422,0000,218.98,249,217.1,242.48,83862320
GAZP,D,020422,0000,245.9,258.7,242.48,251.4,50423650
GAZP,D,050422,0000,254.04,259.99,237.31,252.9,40926330
GAZP,D,060422,0000,254.01,256.39,231.45,243.5,39850580
GAZP,D,070422,0000,238.73,247.8,234.41,239.7,20530890
GAZP,D,080422,0000,240.04,246.8,239.13,245,22367990
GAZP,D,090422,0000,246.79,246.79,240,241.07,14799110
GAZP,D,120422,0000,241.9,242.78,234.16,234.55,15637750
GAZP,D,130422,0000,234,236.63,223,236.3,26615790
GAZP,D,140422,0000,237.99,239.64,232.13,234.87,12663510
GAZP,D,150422,0000,234.9,235.5,221.1,222.11,21906730
GAZP,D,160422,0000,221.99,226.65,215.74,224,19933030
GAZP,D,190422,0000,224.29,226,216.6,216.99,15584460
GAZP,D,200422,0000,216.9,222,207,220.72,30669110
GAZP,D,210422,0000,221.43,229.84,215.63,218.92,33569140
GAZP,D,220422,0000,220.03,221,210.29,210.29,24292390
GAZP,D,230422,0000,210.5,215,207.01,208,28717940
GAZP,D,260422,0000,209.95,209.95,201.12,206.35,18767820
GAZP,D,270422,0000,207.97,229.74,206.54,225.85,46484770
GAZP,D,280422,0000,226.04,237.5,221.61,237.15,48219530
GAZP,D,290422,0000,239.4,249,235.5,237.53,68889640
GAZP,D,300422,0000,238.58,245.43,238,240.4,43392920
GAZP,D,050522,0000,241.01,244.39,233.12,234.16,20919150
GAZP,D,060522,0000,235.58,239.4,235.08,238.6,14781210
GAZP,D,070522,0000,238.5,242.92,235.1,240.1,17969460
GAZP,D,120522,0000,239.77,243.35,237.58,241.99,16477840
GAZP,D,130522,0000,241.88,241.89,227.22,230.56,24397760
GAZP,D,140522,0000,232.12,237.2,229.02,235.52,17291690
GAZP,D,170522,0000,234.99,246.95,233.11,244.2,28222680
GAZP,D,180522,0000,246.02,260,245.3,258.8,59981560
GAZP,D,190522,0000,261.02,269.42,261,264.84,51077950
GAZP,D,200522,0000,268,269.78,262.65,266.68,24769920
GAZP,D,210522,0000,268.46,268.9,260.41,263,27534560
GAZP,D,240522,0000,265.44,273,263,263,30528440
GAZP,D,250522,0000,262.99,267.29,250.4,265.8,52284340
GAZP,D,260522,0000,268.4,271.66,263.8,271.4,37448790
GAZP,D,270522,0000,273,298.31,245,295.89,146238060
GAZP,D,280522,0000,300,305,293.53,294.5,53491660
GAZP,D,310522,0000,298.64,302,296.28,300.8,30751410
