<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NLMK,10,130223,1010,125.08,125.48,125.02,125.4,130390
NLMK,10,130223,1020,125.3,125.6,125.28,125.48,135660
NLMK,10,130223,1030,125.48,125.56,125.4,125.52,55470
NLMK,10,130223,1040,125.5,126.22,125.42,126.18,171200
NLMK,10,130223,1050,126.16,126.18,125.7,125.98,99610
NLMK,10,130223,1100,126.02,126.2,125.64,125.8,79530
NLMK,10,130223,1110,125.74,125.96,125.72,125.8,59000
NLMK,10,130223,1120,125.74,126.38,125.74,126.1,118730
NLMK,10,130223,1130,126.1,126.4,125.94,126.34,94480
NLMK,10,130223,1140,126.36,126.44,126.24,126.36,97920
NLMK,10,130223,1150,126.32,126.4,125.9,126.06,115660
NLMK,10,130223,1200,126.06,126.3,125.74,126.08,115910
NLMK,10,130223,1210,126.08,126.3,126.06,126.22,43080
NLMK,10,130223,1220,126.22,126.22,126.1,126.2,20740
NLMK,10,130223,1230,126.2,126.2,125.82,125.98,38580
NLMK,10,130223,1240,125.98,126.06,125.92,126,25160
NLMK,10,130223,1250,126,126.28,125.86,126.12,69930
NLMK,10,130223,1300,126.12,126.2,126.02,126.14,29450
NLMK,10,130223,1310,126.14,126.3,126.08,126.3,27840
NLMK,10,130223,1320,126.3,126.3,126.16,126.26,24390
NLMK,10,130223,1330,126.26,126.34,126.2,126.28,32170
NLMK,10,130223,1340,126.22,126.28,126.14,126.2,18840
NLMK,10,130223,1350,126.2,126.34,126.16,126.34,15010
NLMK,10,130223,1400,126.3,126.36,126.16,126.36,43510
NLMK,10,130223,1410,126.36,126.36,126.18,126.3,24670
NLMK,10,130223,1420,126.3,126.42,126.22,126.4,48330
NLMK,10,130223,1430,126.4,126.5,126.34,126.48,105170
NLMK,10,130223,1440,126.5,126.64,126.36,126.62,104970
NLMK,10,130223,1450,126.62,126.9,126.46,126.5,114550
NLMK,10,130223,1500,126.48,126.78,126.44,126.66,91580
NLMK,10,130223,1510,126.74,127.48,126.7,127.22,274130
NLMK,10,130223,1520,127.22,127.24,127.1,127.24,57330
NLMK,10,130223,1530,127.24,127.26,127.02,127.08,96440
NLMK,10,130223,1540,127.08,127.12,127.02,127.12,43170
NLMK,10,130223,1550,127.12,127.12,126.88,126.9,67380
NLMK,10,130223,1600,126.9,126.98,126.82,126.84,34650
NLMK,10,130223,1610,126.84,126.86,126.6,126.66,80410
NLMK,10,130223,1620,126.66,126.94,126.44,126.76,129090
NLMK,10,130223,1630,126.76,126.92,126.7,126.9,30410
NLMK,10,130223,1640,126.9,126.98,126.8,126.9,33410
NLMK,10,130223,1650,126.92,127.12,126.84,127.12,45300
NLMK,10,130223,1700,127.12,127.12,126.92,126.96,70960
NLMK,10,130223,1710,126.96,127.12,126.94,127.02,78070
NLMK,10,130223,1720,127,127.06,127,127.06,25060
NLMK,10,130223,1730,127.06,127.06,126.9,126.96,63790
NLMK,10,130223,1740,126.92,127.02,126.9,127,42180
NLMK,10,130223,1750,127,127.02,126.9,127,87370
NLMK,10,130223,1800,127,127.02,126.92,126.98,66550
NLMK,10,130223,1810,127,127.02,126.92,126.94,36440
NLMK,10,130223,1820,126.94,127.02,126.94,127,27200
NLMK,10,130223,1830,127.02,127.02,126.94,126.94,32720
NLMK,10,130223,1840,127.02,127.02,126.88,127,45230
NLMK,10,130223,1850,127.12,127.12,127.12,127.12,21100
NLMK,10,130223,1910,127.12,127.18,127,127.14,9370
NLMK,10,130223,1920,127.16,127.16,126.96,127.02,21220
NLMK,10,130223,1930,127.02,127.02,126.86,126.98,8120
NLMK,10,130223,1940,126.98,127,126.9,126.94,12610
NLMK,10,130223,1950,126.9,126.92,126.64,126.68,44810
NLMK,10,130223,2000,126.7,126.78,126.66,126.7,16220
NLMK,10,130223,2010,126.76,126.76,126.64,126.64,23640
NLMK,10,130223,2020,126.64,126.74,126.6,126.7,24540
NLMK,10,130223,2030,126.74,126.74,126.62,126.68,8570
NLMK,10,130223,2040,126.68,126.74,126.64,126.66,13290
NLMK,10,130223,2050,126.66,126.68,126.62,126.64,6730
NLMK,10,130223,2100,126.64,126.74,126.6,126.64,19050
NLMK,10,130223,2110,126.66,126.86,126.62,126.72,16920
NLMK,10,130223,2120,126.76,126.9,126.72,126.9,20550
NLMK,10,130223,2130,126.9,126.94,126.86,126.94,11440
NLMK,10,130223,2140,126.86,126.9,126.8,126.9,16640
NLMK,10,130223,2150,126.9,126.9,126.86,126.86,3730
NLMK,10,130223,2200,126.9,126.94,126.9,126.94,4100
NLMK,10,130223,2210,126.94,126.94,126.84,126.92,7190
NLMK,10,130223,2220,126.88,126.92,126.78,126.78,12000
NLMK,10,130223,2230,126.78,126.86,126.68,126.7,21220
NLMK,10,130223,2240,126.7,126.78,126.68,126.68,9610
NLMK,10,130223,2250,126.74,126.76,126.6,126.7,36060
NLMK,10,130223,2300,126.7,126.7,126.6,126.6,34720
NLMK,10,130223,2310,126.6,126.68,126.6,126.62,28180
NLMK,10,130223,2320,126.62,126.64,126.6,126.62,13040
NLMK,10,130223,2330,126.62,126.76,126.62,126.7,4120
NLMK,10,130223,2340,126.62,126.68,126.46,126.64,77490
NLMK,10,130223,2350,126.72,126.76,126.5,126.7,35340
NLMK,10,140223,1010,126.48,126.66,125.62,126.4,305630
NLMK,10,140223,1020,126.4,126.48,125.68,125.84,146020
NLMK,10,140223,1030,125.84,125.96,125.04,125.32,229150
NLMK,10,140223,1040,125.26,125.26,124.8,124.92,270080
NLMK,10,140223,1050,124.88,124.92,124.6,124.76,135650
NLMK,10,140223,1100,124.8,125.2,124.7,124.72,115120
NLMK,10,140223,1110,124.72,124.72,124.3,124.5,259490
NLMK,10,140223,1120,124.5,124.7,124.44,124.68,65920
NLMK,10,140223,1130,124.7,125.06,124.7,125.02,100400
NLMK,10,140223,1140,125.04,125.08,124.86,124.98,57070
NLMK,10,140223,1150,124.98,125,124.8,124.92,38660
NLMK,10,140223,1200,124.84,125.1,124.78,124.94,74190
NLMK,10,140223,1210,124.92,125,124.56,124.58,71400
NLMK,10,140223,1220,124.66,124.66,124.5,124.56,48480
NLMK,10,140223,1230,124.58,124.58,124.5,124.54,40660
NLMK,10,140223,1240,124.54,124.54,124.36,124.42,48110
NLMK,10,140223,1250,124.42,124.7,124.4,124.7,52440
NLMK,10,140223,1300,124.7,125,124.7,124.78,28590
NLMK,10,140223,1310,124.78,124.78,124.6,124.76,16870
NLMK,10,140223,1320,124.7,124.82,124.6,124.78,15780
NLMK,10,140223,1330,124.78,124.84,124.72,124.72,11040
NLMK,10,140223,1340,124.82,124.9,124.76,124.9,32600
NLMK,10,140223,1350,124.9,124.96,124.84,124.88,29760
NLMK,10,140223,1400,124.88,124.98,124.84,124.9,11670
NLMK,10,140223,1410,124.9,124.98,124.9,124.9,39090
NLMK,10,140223,1420,124.92,124.98,124.78,124.8,35220
NLMK,10,140223,1430,124.78,124.82,124.68,124.74,23860
NLMK,10,140223,1440,124.74,124.78,124.72,124.76,4780
NLMK,10,140223,1450,124.74,124.86,124.62,124.62,30360
NLMK,10,140223,1500,124.64,124.68,124.62,124.66,9090
NLMK,10,140223,1510,124.66,124.68,124.62,124.64,10540
NLMK,10,140223,1520,124.64,124.7,124.52,124.54,47060
NLMK,10,140223,1530,124.52,124.54,124.08,124.12,85730
NLMK,10,140223,1540,124.1,124.12,123.9,123.9,160740
NLMK,10,140223,1550,124,124,123.7,123.9,83660
NLMK,10,140223,1600,123.92,123.94,123.66,123.68,51020
NLMK,10,140223,1610,123.68,123.8,123.6,123.74,51230
NLMK,10,140223,1620,123.76,123.86,123.7,123.78,39800
NLMK,10,140223,1630,123.76,123.84,123.66,123.68,47990
NLMK,10,140223,1640,123.66,123.78,123.62,123.66,91010
NLMK,10,140223,1650,123.7,123.7,123.52,123.66,48460
NLMK,10,140223,1700,123.62,123.9,123.58,123.8,75820
NLMK,10,140223,1710,123.8,123.84,123.7,123.7,31570
NLMK,10,140223,1720,123.72,123.78,123.68,123.76,70170
NLMK,10,140223,1730,123.78,123.86,123.76,123.76,36810
NLMK,10,140223,1740,123.76,123.8,123.76,123.78,37180
NLMK,10,140223,1750,123.8,123.92,123.74,123.78,72870
NLMK,10,140223,1800,123.78,123.88,123.7,123.7,30550
NLMK,10,140223,1810,123.76,123.84,123.7,123.72,27680
NLMK,10,140223,1820,123.76,123.78,123.7,123.72,27460
NLMK,10,140223,1830,123.72,123.72,123.52,123.52,66930
NLMK,10,140223,1840,123.56,123.74,123.56,123.7,15390
NLMK,10,140223,1850,123.4,123.4,123.4,123.4,126850
NLMK,10,140223,1910,123.6,123.6,123.22,123.4,27180
NLMK,10,140223,1920,123.38,123.66,123.24,123.6,23220
NLMK,10,140223,1930,123.62,123.62,123.5,123.54,4190
NLMK,10,140223,1940,123.52,123.66,123.5,123.64,17480
NLMK,10,140223,1950,123.64,123.74,123.64,123.72,17850
NLMK,10,140223,2000,123.72,123.78,123.64,123.64,8160
NLMK,10,140223,2010,123.64,123.68,123.54,123.54,25730
NLMK,10,140223,2020,123.52,123.66,123.52,123.64,7400
NLMK,10,140223,2030,123.62,123.62,123.52,123.56,14790
NLMK,10,140223,2040,123.56,123.62,123.52,123.52,11610
NLMK,10,140223,2050,123.54,123.6,123.52,123.52,12490
NLMK,10,140223,2100,123.52,123.58,123.52,123.52,4970
NLMK,10,140223,2110,123.56,123.58,123.52,123.58,6250
NLMK,10,140223,2120,123.58,123.58,123.52,123.58,8270
NLMK,10,140223,2130,123.58,123.58,123.56,123.56,2640
NLMK,10,140223,2140,123.58,123.58,123.54,123.56,8690
NLMK,10,140223,2150,123.56,123.58,123.52,123.58,19820
NLMK,10,140223,2200,123.54,123.58,123.52,123.56,5840
NLMK,10,140223,2210,123.56,123.58,123.52,123.52,4710
NLMK,10,140223,2220,123.52,123.56,123.5,123.5,25060
NLMK,10,140223,2230,123.54,123.54,123.44,123.48,5430
NLMK,10,140223,2240,123.46,123.5,123.4,123.5,4350
NLMK,10,140223,2250,123.5,123.54,123.46,123.54,3550
NLMK,10,140223,2300,123.56,123.66,123.56,123.62,4390
NLMK,10,140223,2310,123.6,123.62,123.48,123.48,2970
NLMK,10,140223,2320,123.48,123.5,123.42,123.46,4320
NLMK,10,140223,2330,123.5,123.58,122.76,122.94,174370
NLMK,10,140223,2340,122.94,123.08,122.86,122.94,23790
NLMK,10,140223,2350,122.94,123.08,122.8,122.94,22440
