<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,D,150222,0000,256.69,259.5,245.1,256.7,357398630
SBER,D,160222,0000,257.6,274,257.51,274,271473810
SBER,D,170222,0000,276.88,281,274.15,277.78,195684110
SBER,D,180222,0000,277,277,259.36,260.58,262060710
SBER,D,190222,0000,262.14,267,245,250.28,270538090
SBER,D,220222,0000,249.12,258.32,184.3,201,1084339130
SBER,D,230222,0000,198.72,219.9,182.03,208.53,945941710
SBER,D,250222,0000,186.58,187.54,89.59,132.18,828329350
SBER,D,260222,0000,123.75,152.89,115.11,131.12,396287150
SBER,D,250322,0000,131,156.2,130.15,136.24,153705270
SBER,D,260322,0000,137.1,147,128.2,131.5,57307510
SBER,D,290322,0000,130.6,131.47,125,125,32756540
SBER,D,300322,0000,126.19,137.57,122,128.77,72242360
SBER,D,310322,0000,136.5,138.4,131.11,134.6,35411460
SBER,D,010422,0000,135.2,147.41,134.52,143.69,118239240
SBER,D,020422,0000,144.99,155.4,144.51,154.5,118603620
SBER,D,050422,0000,158.76,166.88,150.2,166,115516920
SBER,D,060422,0000,169.83,169.9,147.76,154.1,130008010
SBER,D,070422,0000,143.52,153.3,140.65,141.6,108343440
SBER,D,080422,0000,143.2,149.9,142.5,147.5,58520280
SBER,D,090422,0000,149.01,151,141.06,143.72,48314240
SBER,D,120422,0000,144.12,146.98,138.5,138.69,47482340
SBER,D,130422,0000,138.84,140.1,130.35,135.38,75342120
SBER,D,140422,0000,136.78,138.14,132.72,135.5,38947640
SBER,D,150422,0000,135.7,135.89,129.05,129.05,44206040
SBER,D,160422,0000,128.55,131.72,125.12,130.88,46693490
SBER,D,190422,0000,131.45,132.68,123.7,123.85,58331430
SBER,D,200422,0000,123.85,123.85,115.36,120.3,79797640
SBER,D,210422,0000,120.9,125.44,117.51,121.5,66509740
SBER,D,220422,0000,121.97,123.05,117.85,118.65,40607300
SBER,D,230422,0000,118.69,122.32,115.55,116.97,57392470
SBER,D,260422,0000,115.95,116.4,111.5,111.9,45714280
SBER,D,270422,0000,112.58,124.92,111.9,122.36,83480680
SBER,D,280422,0000,123.01,131.73,120.6,131.11,115400220
SBER,D,290422,0000,132.14,134.5,123.05,123.85,123344490
SBER,D,300422,0000,123.6,130,122.8,128.8,87296290
SBER,D,050522,0000,129.1,131.5,122.5,123.2,67177440
SBER,D,060522,0000,124.21,125.54,122.75,124.8,42303350
SBER,D,070522,0000,124.74,124.99,121.52,123.1,30558900
SBER,D,120522,0000,123.01,126.05,121.86,123.34,32776680
SBER,D,130522,0000,123.1,123.74,118.05,119.15,30817890
SBER,D,140522,0000,120.45,121.59,118.2,120.2,22762650
SBER,D,170522,0000,120.7,123.5,119.5,123.41,34889180
SBER,D,180522,0000,124.01,127.78,123.65,127.75,41838840
