<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NLMK,60,130223,1100,125.08,126.22,125.02,125.8,671860
NLMK,60,130223,1200,125.74,126.44,125.72,126.08,601700
NLMK,60,130223,1300,126.08,126.3,125.82,126.14,226940
NLMK,60,130223,1400,126.14,126.36,126.08,126.36,161760
NLMK,60,130223,1500,126.36,126.9,126.18,126.66,489270
NLMK,60,130223,1600,126.74,127.48,126.7,126.84,573100
NLMK,60,130223,1700,126.84,127.12,126.44,126.96,389580
NLMK,60,130223,1800,126.96,127.12,126.9,126.98,363020
NLMK,60,130223,1900,127,127.12,126.88,127.12,162690
NLMK,60,130223,2000,127.12,127.18,126.64,126.7,112350
NLMK,60,130223,2100,126.76,126.76,126.6,126.64,95820
NLMK,60,130223,2200,126.66,126.94,126.62,126.94,73380
NLMK,60,130223,2300,126.94,126.94,126.6,126.6,120800
NLMK,60,140223,0000,126.6,126.76,126.46,126.7,158170
NLMK,60,140223,1100,126.48,126.66,124.6,124.72,1201650
NLMK,60,140223,1200,124.72,125.1,124.3,124.94,595730
NLMK,60,140223,1300,124.92,125,124.36,124.78,289680
NLMK,60,140223,1400,124.78,124.98,124.6,124.9,117720
NLMK,60,140223,1500,124.9,124.98,124.62,124.66,142400
NLMK,60,140223,1600,124.66,124.7,123.66,123.68,438750
NLMK,60,140223,1700,123.68,123.9,123.52,123.8,354310
NLMK,60,140223,1800,123.8,123.92,123.68,123.7,279150
NLMK,60,140223,1900,123.76,123.84,123.4,123.4,264310
NLMK,60,140223,2000,123.6,123.78,123.22,123.64,98080
NLMK,60,140223,2100,123.64,123.68,123.52,123.52,76990
NLMK,60,140223,2200,123.56,123.58,123.52,123.56,51510
NLMK,60,140223,2300,123.56,123.66,123.4,123.62,47490
NLMK,60,150223,0000,123.6,123.62,122.76,122.94,227890
