<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,W,140222,0000,324.53,336,316.2,318.1,360190810
GAZP,W,210222,0000,314.1,339.98,303.25,309.48,522809640
GAZP,W,280222,0000,309.47,318.9,126.53,228,1363593730
GAZP,W,280322,0000,251.41,278.9,225.6,227,145767610
GAZP,W,040422,0000,225.25,258.7,206,251.4,237835220
GAZP,W,110422,0000,254.04,259.99,231.45,241.07,138474900
GAZP,W,180422,0000,241.9,242.78,215.74,224,96756810
GAZP,W,250422,0000,224.29,229.84,207,208,132833040
GAZP,W,020522,0000,209.95,249,201.12,240.4,225754680
GAZP,W,090522,0000,241.01,244.39,233.12,240.1,53669820
GAZP,W,160522,0000,239.77,243.35,227.22,235.52,58167290
GAZP,W,230522,0000,234.99,269.78,233.11,263,191586670
GAZP,W,300522,0000,265.44,305,245,294.5,319991290
GAZP,W,060622,0000,298.64,302,290.25,297,108155670
GAZP,W,130622,0000,298,310.98,294.52,309.2,117310240
GAZP,W,200622,0000,308.98,322.99,307,315.5,117632420
GAZP,W,270622,0000,316.07,318,291.1,296,202829430
GAZP,W,040722,0000,296,310.82,186.2,192.5,517680340
GAZP,W,110722,0000,191.98,205.78,181.2,198,313417400
GAZP,W,180722,0000,198.01,199.43,183.11,187.61,178135280
GAZP,W,250722,0000,188.91,195.8,184.6,192.25,129042790
GAZP,W,010822,0000,192.61,198.79,190.56,195.26,106303330
GAZP,W,080822,0000,194.5,194.69,175.75,176.58,111691530
GAZP,W,150822,0000,180,182.33,172.29,174.36,124432500
GAZP,W,220822,0000,174.06,182.49,172.4,177.6,100852490
GAZP,W,290822,0000,177.4,186.66,176.88,183.62,95036980
GAZP,W,050922,0000,183.14,275.96,182.65,252.8,503097240
GAZP,W,120922,0000,251,252.11,237.84,245.34,179215770
GAZP,W,190922,0000,243.98,248.2,240,243.8,132078840
GAZP,W,260922,0000,243.2,245.91,192,224.84,521539670
GAZP,W,031022,0000,219.87,238.72,189.42,217.7,583467750
GAZP,W,101022,0000,219,220.55,195.01,195.15,306554870
GAZP,W,171022,0000,164.98,166,137.1,159.6,203420500
GAZP,W,241022,0000,159.95,169.96,157.4,166.99,120913020
GAZP,W,311022,0000,167.9,174.69,164.22,170.73,160912520
GAZP,W,071122,0000,170.74,171.5,166.68,169.14,69297750
GAZP,W,141122,0000,171.02,172,166.15,169.86,106581510
GAZP,W,211122,0000,170.83,171.92,161.79,168.79,97957300
GAZP,W,281122,0000,168.6,170.87,167,169.03,59524980
GAZP,W,051222,0000,167.95,169,164.18,165.86,63407900
GAZP,W,121222,0000,165.58,167.2,162.4,162.75,54073770
GAZP,W,191222,0000,163.24,163.81,157.72,160.24,71189520
GAZP,W,261222,0000,159.91,162.5,156.5,160.89,85236680
GAZP,W,020123,0000,161.74,164.98,160.8,162.56,69866250
GAZP,W,090123,0000,163.02,164.36,160.71,162.1,25862810
GAZP,W,160123,0000,162.98,167.19,161.44,164.56,65870300
GAZP,W,230123,0000,165.1,166.8,158.55,158.85,79268800
GAZP,W,300123,0000,158.9,160.83,156.71,159.08,71873340
GAZP,W,060223,0000,159.09,163.96,156.76,160.87,121470690
GAZP,W,130223,0000,160.7,161.76,157.6,158.68,96085590
GAZP,W,200223,0000,159.45,159.47,150.6,153.62,87929270
