<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XBTUSD,D,160323,0300,24753.4,25300,23913.3,24372.6,7625.25983423
XBTUSD,D,170323,0300,24374.8,25213,24210.8,25053.7,6016.5021115
XBTUSD,D,180323,0300,25053.7,27839.2,24947.7,27447.7,11245.37734795
XBTUSD,D,190323,0300,27451.7,27795,26606,26964.6,7434.50820103
XBTUSD,D,200323,0300,26967.3,28450,26890.1,28049.9,7253.50608688
XBTUSD,D,210323,0300,28055.7,28590.6,27222,27773,9052.71018
XBTUSD,D,220323,0300,27770,28473.5,27341,28154.1,6092.27944083
XBTUSD,D,230323,0300,28158.2,28879.9,26623.8,27300,10224.08890908
XBTUSD,D,240323,0300,27300.1,28798.9,27172.6,28321.4,7721.16614851
XBTUSD,D,250323,0300,28321.3,28399.7,27007.7,27491,6585.95424135
XBTUSD,D,260323,0300,27491.1,27829.7,27163.9,27490.5,2774.97106329
XBTUSD,D,270323,0300,27489.9,28240.4,27438.1,28000,2957.19659992
XBTUSD,D,280323,0300,27998.3,28038,26491.9,27134.5,5710.80249515
XBTUSD,D,290323,0300,27132.6,27521.4,26600,27267.6,3924.37813182
XBTUSD,D,300323,0300,27267.5,28629.4,27258.4,28358.2,5910.61677289
XBTUSD,D,310323,0300,28358.2,29190,27700,28034,6068.66065522
XBTUSD,D,010423,0300,28032.8,28648.2,27520,28466.8,4738.41186568
XBTUSD,D,020423,0300,28468.2,28800,28220,28462.8,2296.45369343
XBTUSD,D,030423,0300,28463.4,28530,27850.1,28185,1972.48835375
XBTUSD,D,040423,0300,28181.5,28500,27212.7,27800.7,5159.38329716
XBTUSD,D,050423,0300,27800,28429,27668.8,28175.5,2763.24504705
XBTUSD,D,060423,0300,28173,28792.3,27813.1,28179.1,4402.21811105
XBTUSD,D,070423,0300,28179,28194.9,27700,28040,2508.86046241
XBTUSD,D,080423,0300,28040,28111.3,27783.1,27922.9,1323.50372597
XBTUSD,D,090423,0300,27923,28170,27886,27956,812.46571196
XBTUSD,D,100423,0300,27955.9,28548.7,27812.2,28333.7,1685.1081433
XBTUSD,D,110423,0300,28333.8,29800,28170,29655,5344.52089522
XBTUSD,D,120423,0300,29654.9,30586,29615,30227.6,5625.23817287
XBTUSD,D,130423,0300,30227.7,30505.5,29645.8,29895.2,4568.12016047
XBTUSD,D,140423,0300,29895.2,30650.8,29873.9,30405.9,3984.55452966
XBTUSD,D,150423,0300,30406,31050,30000,30493.2,5106.69907169
XBTUSD,D,160423,0300,30493.2,30624.1,30250,30315.9,1575.61963091
XBTUSD,D,170423,0300,30315.9,30555.6,30145,30316,1431.87911028
XBTUSD,D,180423,0300,30316.1,30319.3,29267,29449.2,3765.12765793
XBTUSD,D,190423,0300,29449.3,30480.8,29123,30388.8,4906.96144579
XBTUSD,D,200423,0300,30386.8,30410.5,28577,28814,5835.78355253
XBTUSD,D,210423,0300,28814.3,29098.7,28009,28241.5,4828.22588884
XBTUSD,D,220423,0300,28245.7,28361.9,27146.2,27264.3,4833.05759571
XBTUSD,D,230423,0300,27264.4,27892.2,27137.5,27818.8,1865.24119637
XBTUSD,D,240423,0300,27818.7,27818.8,27344,27589.7,1565.44614896
XBTUSD,D,250423,0300,27588.1,28000,26969.4,27518.6,3748.90752816
XBTUSD,D,260423,0300,27518.5,28385,27189,28300.9,3871.18497888
XBTUSD,D,270423,0300,28300.9,30037.3,27258.4,28424.9,9242.65466741
XBTUSD,D,280423,0300,28425,29882.1,28392.9,29472.4,6136.3953707
XBTUSD,D,290423,0300,29476.8,29605,28904.6,29323.9,3735.7354291
XBTUSD,D,300423,0300,29323.9,29459.8,29015,29240.6,1581.98061513
XBTUSD,D,010523,0300,29240.7,29975,29103,29243.1,4205.80766834
XBTUSD,D,020523,0300,29245.3,29330.9,27643.2,28074.1,4839.81244789
XBTUSD,D,030523,0300,28076.6,28937.5,27877.9,28677.1,3600.14628975
XBTUSD,D,040523,0300,28678.8,29267.5,28135,29033.3,3957.5757674
XBTUSD,D,050523,0300,29034.5,29372,28699.6,28852.7,3075.41344585
XBTUSD,D,060523,0300,28852.9,29697.4,28829.8,29530.2,4041.96757343
XBTUSD,D,070523,0300,29530.3,29868.1,28338,28901.7,2948.98233427
XBTUSD,D,080523,0300,28901.6,29191.8,28438.4,28468,1832.95978377
XBTUSD,D,090523,0300,28466.8,28662.8,27282.1,27693.2,4224.82109078
XBTUSD,D,100523,0300,27693.7,27824.5,27367.8,27635,3351.77660509
XBTUSD,D,110523,0300,27635.1,28334.2,26792.9,27617.8,5293.59359035
XBTUSD,D,120523,0300,27615.6,27645.9,26720,26979.3,3142.83097963
XBTUSD,D,130523,0300,26977.9,27102.1,25827.4,26800,5646.77692701
XBTUSD,D,140523,0300,26800,27105.5,26700.6,26786.3,1545.46486491
XBTUSD,D,150523,0300,26788.4,27194.7,26600,26923,1133.80550417
XBTUSD,D,160523,0300,26922.2,27677,26727.8,27167.6,4178.42695358
XBTUSD,D,170523,0300,27166.2,27301.2,26850.1,27036,2537.23310163
XBTUSD,D,180523,0300,27036,27500,26550,27402.3,3853.19887376
XBTUSD,D,190523,0300,27402.3,27474.3,26345,26817.9,3724.88476573
XBTUSD,D,200523,0300,26819,27174.8,26635.3,26887.4,2130.96899984
XBTUSD,D,210523,0300,26887.4,27155,26834.2,27111.4,1023.27308387
XBTUSD,D,220523,0300,27111.1,27270,26667.4,26750.6,1808.9888419
XBTUSD,D,230523,0300,26749.5,27096,26512.4,26854.8,2006.36535935
XBTUSD,D,240523,0300,26855.4,27511.7,26807.3,27221.5,2630.86628703
