ticker,per,date,time,open,high,low,close,vol,date_iso,date_to_plot
GAZP,240,100123,0900,162.71,162.98,161.44,161.58,3672360.0,2023-01-10 09:00:00,"23-01-10
09-01"
GAZP,240,100123,1300,161.58,162.39,161.51,162.29,1693570.0,2023-01-10 13:00:00,"23-01-10
13-01"
GAZP,240,100123,1700,162.28,162.64,161.87,162.16,1747140.0,2023-01-10 17:00:00,"23-01-10
17-01"
GAZP,240,100123,2100,162.16,162.37,162.05,162.05,243160.0,2023-01-10 21:00:00,"23-01-10
21-01"
GAZP,240,110123,1000,162.09,163.3,161.7,162.85,6563810.0,2023-01-11 10:00:00,"23-01-11
10-01"
GAZP,240,110123,1400,162.85,165.8,162.57,165.78,10361670.0,2023-01-11 14:00:00,"23-01-11
14-01"
GAZP,240,110123,1800,165.78,167.19,165.3,165.65,7697320.0,2023-01-11 18:00:00,"23-01-11
18-01"
GAZP,240,110123,2200,165.65,165.91,164.38,164.71,3859020.0,2023-01-11 22:00:00,"23-01-11
22-01"
GAZP,240,120123,1100,164.72,165.16,164.6,165.03,3003920.0,2023-01-12 11:00:00,"23-01-12
11-01"
GAZP,240,120123,1500,165.03,165.09,164.02,164.3,3586360.0,2023-01-12 15:00:00,"23-01-12
15-01"
GAZP,240,120123,1900,164.3,164.69,163.75,164.44,1407540.0,2023-01-12 19:00:00,"23-01-12
19-01"
GAZP,240,120123,2300,164.44,164.44,164.15,164.3,141220.0,2023-01-12 23:00:00,"23-01-12
23-01"
GAZP,240,130123,1000,164.3,165.48,163.5,164.85,5669360.0,2023-01-13 10:00:00,"23-01-13
10-01"
GAZP,240,130123,1400,164.85,165.73,164.38,164.94,4665950.0,2023-01-13 14:00:00,"23-01-13
14-01"
GAZP,240,130123,1800,164.97,165.34,164.62,164.65,1342370.0,2023-01-13 18:00:00,"23-01-13
18-01"
GAZP,240,130123,2200,164.65,166.8,164.51,166.49,4415430.0,2023-01-13 22:00:00,"23-01-13
22-01"
GAZP,240,160123,1100,166.5,166.79,166.0,166.34,4685630.0,2023-01-16 11:00:00,"23-01-16
11-01"
GAZP,240,160123,1500,166.34,166.35,165.11,166.14,4707690.0,2023-01-16 15:00:00,"23-01-16
15-01"
GAZP,240,160123,1900,165.71,166.04,165.65,165.91,1053760.0,2023-01-16 19:00:00,"23-01-16
19-01"
GAZP,240,160123,2300,165.95,166.1,165.8,165.8,405370.0,2023-01-16 23:00:00,"23-01-16
23-01"
GAZP,240,170123,1000,165.82,165.92,163.75,164.47,7938980.0,2023-01-17 10:00:00,"23-01-17
10-01"
GAZP,240,170123,1400,164.49,164.69,162.72,163.26,6008880.0,2023-01-17 14:00:00,"23-01-17
14-01"
GAZP,240,170123,1800,163.26,163.26,162.5,162.56,2668380.0,2023-01-17 18:00:00,"23-01-17
18-01"
GAZP,240,170123,2200,162.57,163.0,160.81,161.99,5195840.0,2023-01-17 22:00:00,"23-01-17
22-01"
GAZP,240,180123,1100,161.99,163.35,161.61,162.84,5255040.0,2023-01-18 11:00:00,"23-01-18
11-01"
GAZP,240,180123,1500,162.83,163.96,162.37,162.86,4109820.0,2023-01-18 15:00:00,"23-01-18
15-01"
GAZP,240,180123,1900,162.86,163.19,162.1,162.25,1137600.0,2023-01-18 19:00:00,"23-01-18
19-01"
GAZP,240,180123,2300,162.21,162.32,161.99,161.99,248850.0,2023-01-18 23:00:00,"23-01-18
23-01"
GAZP,240,190123,1000,161.98,162.49,160.02,160.09,9121340.0,2023-01-19 10:00:00,"23-01-19
10-01"
GAZP,240,190123,1400,160.1,160.8,160.01,160.77,4426600.0,2023-01-19 14:00:00,"23-01-19
14-01"
GAZP,240,190123,1800,160.77,160.99,160.06,160.24,1700150.0,2023-01-19 18:00:00,"23-01-19
18-01"
GAZP,240,190123,2200,160.26,161.45,159.39,160.06,4637250.0,2023-01-19 22:00:00,"23-01-19
22-01"
GAZP,240,200123,1100,160.06,160.23,158.55,159.24,6021090.0,2023-01-20 11:00:00,"23-01-20
11-01"
GAZP,240,200123,1500,159.24,159.43,158.55,158.9,4697550.0,2023-01-20 15:00:00,"23-01-20
15-01"
GAZP,240,200123,1900,158.9,159.33,158.65,158.86,1168840.0,2023-01-20 19:00:00,"23-01-20
19-01"
GAZP,240,200123,2300,158.86,158.99,158.71,158.85,405700.0,2023-01-20 23:00:00,"23-01-20
23-01"
GAZP,240,230123,1000,158.9,159.88,158.2,159.29,7906740.0,2023-01-23 10:00:00,"23-01-23
10-01"
GAZP,240,230123,1400,159.3,160.49,159.2,160.0,5060950.0,2023-01-23 14:00:00,"23-01-23
14-01"
GAZP,240,230123,1800,160.0,160.14,159.56,159.99,1469960.0,2023-01-23 18:00:00,"23-01-23
18-01"
GAZP,240,230123,2200,159.92,160.83,159.74,160.2,2828380.0,2023-01-23 22:00:00,"23-01-23
22-01"
GAZP,240,240123,1100,160.2,160.2,158.0,158.48,7781560.0,2023-01-24 11:00:00,"23-01-24
11-01"
GAZP,240,240123,1500,158.48,158.7,157.81,157.95,4131220.0,2023-01-24 15:00:00,"23-01-24
15-01"
GAZP,240,240123,1900,157.9,158.29,157.44,157.77,2277920.0,2023-01-24 19:00:00,"23-01-24
19-01"
GAZP,240,240123,2300,157.77,157.95,157.65,157.9,217520.0,2023-01-24 23:00:00,"23-01-24
23-01"
GAZP,240,250123,1000,157.9,157.99,156.71,156.95,7065440.0,2023-01-25 10:00:00,"23-01-25
10-01"
GAZP,240,250123,1400,156.95,159.11,156.95,158.55,6197790.0,2023-01-25 14:00:00,"23-01-25
14-01"
GAZP,240,250123,1800,158.58,159.05,158.18,158.95,1545670.0,2023-01-25 18:00:00,"23-01-25
18-01"
GAZP,240,250123,2200,158.94,159.43,157.86,158.3,4318290.0,2023-01-25 22:00:00,"23-01-25
22-01"
GAZP,240,260123,1100,158.3,159.18,157.56,157.82,3712030.0,2023-01-26 11:00:00,"23-01-26
11-01"
GAZP,240,260123,1500,157.8,158.21,157.13,157.24,3862140.0,2023-01-26 15:00:00,"23-01-26
15-01"
GAZP,240,260123,1900,157.34,157.98,157.34,157.69,1050850.0,2023-01-26 19:00:00,"23-01-26
19-01"
GAZP,240,260123,2300,157.69,157.82,157.55,157.58,199200.0,2023-01-26 23:00:00,"23-01-26
23-01"
GAZP,240,270123,1000,157.59,158.59,156.91,158.13,5732790.0,2023-01-27 10:00:00,"23-01-27
10-01"
GAZP,240,270123,1400,158.13,159.09,158.06,159.05,4303520.0,2023-01-27 14:00:00,"23-01-27
14-01"
GAZP,240,270123,1800,159.03,159.33,158.53,159.08,1764880.0,2023-01-27 18:00:00,"23-01-27
18-01"
GAZP,240,270123,2200,159.08,159.67,158.2,158.29,2909250.0,2023-01-27 22:00:00,"23-01-27
22-01"
GAZP,240,300123,1100,158.25,158.89,157.8,158.01,3825630.0,2023-01-30 11:00:00,"23-01-30
11-01"
GAZP,240,300123,1500,158.0,159.04,157.7,159.04,3170090.0,2023-01-30 15:00:00,"23-01-30
15-01"
GAZP,240,300123,1900,158.71,158.99,158.54,158.7,1068810.0,2023-01-30 19:00:00,"23-01-30
19-01"
GAZP,240,300123,2300,158.7,158.78,158.31,158.41,263350.0,2023-01-30 23:00:00,"23-01-30
23-01"
GAZP,240,310123,1000,158.41,160.0,158.1,158.29,7883620.0,2023-01-31 10:00:00,"23-01-31
10-01"
GAZP,240,310123,1400,158.27,158.61,158.0,158.23,4294010.0,2023-01-31 14:00:00,"23-01-31
14-01"
GAZP,240,310123,1800,158.25,158.75,158.16,158.6,1757210.0,2023-01-31 18:00:00,"23-01-31
18-01"
GAZP,240,310123,2200,158.6,158.69,157.54,158.41,4756180.0,2023-01-31 22:00:00,"23-01-31
22-01"
GAZP,240,010223,1100,158.44,158.52,157.8,158.28,5277410.0,2023-02-01 11:00:00,"23-02-01
11-02"
