<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,240,040521,1100,232.2,234.3,230.96,234.07,18938780.0
GAZP,240,040521,1500,234.04,234.26,232.26,233.79,12833020.0
GAZP,240,040521,1900,233.79,234.1,232.92,233.67,5384880.0
GAZP,240,040521,2300,233.66,233.8,233.3,233.8,760170.0
GAZP,240,050521,1100,234.21,237.24,233.69,236.94,18939740.0
GAZP,240,050521,1500,236.94,237.75,236.59,237.06,12370090.0
GAZP,240,050521,1900,237.04,237.77,236.43,237.47,5983370.0
GAZP,240,050521,2300,237.41,237.6,237.01,237.5,848020.0
GAZP,240,060521,1100,237.9,240.72,237.75,240.4,23482690.0
GAZP,240,060521,1500,240.4,241.11,239.7,240.86,15086930.0
GAZP,240,060521,1900,240.87,242.5,240.35,242.49,9472160.0
GAZP,240,060521,2300,242.41,243.32,242.0,243.0,2333690.0
GAZP,240,070521,1100,243.49,243.99,240.78,241.61,20027520.0
GAZP,240,070521,1500,241.63,242.27,241.0,241.98,11185320.0
GAZP,240,070521,1900,242.04,242.25,241.04,241.12,5052800.0
GAZP,240,070521,2300,241.15,241.9,241.12,241.7,862360.0
GAZP,240,100521,1100,242.35,244.15,240.52,243.5,16115610.0
GAZP,240,100521,1500,243.41,244.3,241.35,241.99,11551490.0
GAZP,240,100521,1900,241.99,242.97,241.36,241.94,3922730.0
GAZP,240,100521,2300,241.93,242.2,241.4,241.41,799730.0
GAZP,240,110521,1100,240.2,243.17,239.05,242.85,15751150.0
GAZP,240,110521,1500,242.85,243.03,240.62,240.83,13124790.0
GAZP,240,110521,1900,240.8,242.46,240.3,242.29,6130670.0
GAZP,240,110521,2300,242.29,242.7,242.0,242.5,803190.0
GAZP,240,120521,1100,242.11,244.42,241.86,243.71,12491400.0
GAZP,240,120521,1500,243.75,244.24,242.33,243.5,11988720.0
GAZP,240,120521,1900,243.47,244.2,243.0,243.37,6515080.0
GAZP,240,120521,2300,243.37,243.39,241.56,241.79,2275070.0
GAZP,240,130521,1100,242.25,246.05,242.05,244.98,27173180.0
GAZP,240,130521,1500,245.05,246.5,244.5,246.38,23803460.0
GAZP,240,130521,1900,246.38,246.8,245.5,246.32,11976370.0
GAZP,240,130521,2300,246.35,247.29,246.31,247.16,1204160.0
GAZP,240,140521,1100,248,250.4,247.53,249.55,27717070.0
GAZP,240,140521,1500,249.51,250.09,248.42,248.53,14626300.0
GAZP,240,140521,1900,248.52,249.2,247.71,248.55,6694240.0
GAZP,240,140521,2300,248.6,249.9,248.45,249.55,1229910.0
