<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ETHUSDT,D,160323,0300,1699.41,1716.9,1611,1649.96,963142.4833
ETHUSDT,D,170323,0300,1649.95,1691.42,1632.18,1673.73,627985.6119
ETHUSDT,D,180323,0300,1673.73,1800,1662.65,1789.27,907528.2825
ETHUSDT,D,190323,0300,1789.26,1841,1747.47,1758.84,711614.731
ETHUSDT,D,200323,0300,1758.84,1841.36,1757.92,1780.68,541131.8908
ETHUSDT,D,210323,0300,1780.67,1803.05,1722,1732.78,682848.1248
ETHUSDT,D,220323,0300,1732.77,1835,1717.01,1801.23,742348.4999
ETHUSDT,D,230323,0300,1801.23,1819.98,1710.12,1734.33,891287.6009
ETHUSDT,D,240323,0300,1734.34,1857.16,1729.35,1813.79,732061.103
ETHUSDT,D,250323,0300,1813.78,1818.99,1726.4,1749.57,564770.1417
ETHUSDT,D,260323,0300,1749.57,1763.23,1713.09,1741.88,355679.3743
ETHUSDT,D,270323,0300,1741.88,1801,1739.31,1773.88,354933.2372
ETHUSDT,D,280323,0300,1773.88,1780.48,1686.13,1715.22,570563.5023
ETHUSDT,D,290323,0300,1715.21,1795.73,1701.13,1772.99,536511.3973
ETHUSDT,D,300323,0300,1773,1827.99,1772.48,1793.07,536865.5972
ETHUSDT,D,310323,0300,1793.06,1829.69,1763,1793.61,579690.0394
ETHUSDT,D,010423,0300,1793.6,1847.28,1777.91,1821.52,554525.4762
ETHUSDT,D,020423,0300,1821.52,1842.83,1807.81,1820.79,254323.9059
ETHUSDT,D,030423,0300,1820.8,1824.81,1771.7,1794.51,322122.9385
ETHUSDT,D,040423,0300,1794.51,1839.99,1762.77,1810.51,628503.6619
ETHUSDT,D,050423,0300,1810.51,1891.91,1802.01,1870.37,622208.6411
ETHUSDT,D,060423,0300,1870.38,1942.98,1864.58,1908.69,548595.5155
ETHUSDT,D,070423,0300,1908.68,1909.91,1853.7,1872.41,396241.4352
ETHUSDT,D,080423,0300,1872.41,1882.61,1841.46,1863.72,284256.4873
ETHUSDT,D,090423,0300,1863.73,1879.38,1847,1848.82,197905.5407
ETHUSDT,D,100423,0300,1848.82,1873.99,1824.01,1858.92,287131.3079
ETHUSDT,D,110423,0300,1858.91,1918.79,1846.4,1910.2,434739.7984
ETHUSDT,D,120423,0300,1910.21,1937.37,1881.11,1889.86,405203.4892
ETHUSDT,D,130423,0300,1889.86,1933,1852.65,1917.39,630844.4186
ETHUSDT,D,140423,0300,1917.4,2023,1899.55,2012.01,676164.5188
ETHUSDT,D,150423,0300,2012,2128.76,2009.22,2099.99,896307.3934
ETHUSDT,D,160423,0300,2099.99,2111.85,2071.13,2090.6,321823.7851
ETHUSDT,D,170423,0300,2090.61,2141.54,2072.72,2118.67,319880.4393
ETHUSDT,D,180423,0300,2118.66,2120.51,2056.25,2074,426972.7071
ETHUSDT,D,190423,0300,2073.99,2125,2051,2103.5,414244.6135
ETHUSDT,D,200423,0300,2103.51,2104.6,1923.03,1933.73,775389.0602
ETHUSDT,D,210423,0300,1933.74,1982.99,1914.43,1942.98,625336.2495
ETHUSDT,D,220423,0300,1942.98,1957.27,1825,1848.78,688876.6186
ETHUSDT,D,230423,0300,1848.77,1887.31,1841.64,1874.16,331007.5879
ETHUSDT,D,240423,0300,1874.17,1882.01,1836.37,1862,344514.3444
ETHUSDT,D,250423,0300,1862.01,1890,1806,1841.84,447864.0517
ETHUSDT,D,260423,0300,1841.84,1877.86,1801.66,1866.1,457870.6047
ETHUSDT,D,270423,0300,1866.1,1964.72,1785,1866.01,897709.7298
ETHUSDT,D,280423,0300,1866.01,1940.96,1861.19,1908.68,727472.9466
ETHUSDT,D,290423,0300,1908.68,1923.88,1873.94,1890.94,387630.7791
ETHUSDT,D,300423,0300,1890.93,1918,1883.05,1907.8,182046.1406
ETHUSDT,D,010523,0300,1907.79,1939,1866.16,1870.09,355336.4888
ETHUSDT,D,020523,0300,1870.08,1886.49,1806.12,1830.73,445519.1779
ETHUSDT,D,030523,0300,1830.73,1881.87,1822.94,1870.08,373753.2027
ETHUSDT,D,040523,0300,1870.09,1916.52,1842.64,1905.12,465185.2501
ETHUSDT,D,050523,0300,1905.12,1918.26,1866.71,1877.07,354528.6144
ETHUSDT,D,060523,0300,1877.07,1998.36,1875.65,1993.3,546608.875
ETHUSDT,D,070523,0300,1993.3,2019,1860,1896.33,608106.9915
ETHUSDT,D,080523,0300,1896.33,1933.33,1867.59,1870.4,413268.8357
ETHUSDT,D,090523,0300,1870.41,1883.97,1810.73,1847.56,625316.6168
ETHUSDT,D,100523,0300,1847.55,1861.88,1830.99,1846.52,304396.186
ETHUSDT,D,110523,0300,1846.53,1887.47,1790.51,1840.84,639933.3855
ETHUSDT,D,120523,0300,1840.83,1842.02,1772.68,1794.3,522096.0725
ETHUSDT,D,130523,0300,1794.31,1818.63,1740,1807.45,565539.8309
ETHUSDT,D,140523,0300,1807.45,1817.03,1785.23,1795.11,212895.4373
ETHUSDT,D,150523,0300,1795.12,1824,1789.82,1799.21,218101.0977
ETHUSDT,D,160523,0300,1799.2,1846.7,1785.05,1816.2,388171.9261
ETHUSDT,D,170523,0300,1816.21,1832.64,1796.2,1824.21,311238.6786
ETHUSDT,D,180523,0300,1824.21,1837.5,1783.68,1822.12,352097.9913
ETHUSDT,D,190523,0300,1822.12,1831.92,1771.12,1800.56,293755.311
ETHUSDT,D,200523,0300,1800.56,1829.54,1796.81,1812.32,243116.4676
ETHUSDT,D,210523,0300,1812.31,1828.87,1807.06,1819.42,127754.4349
ETHUSDT,D,220523,0300,1819.42,1828.98,1797.21,1804.91,161329.7231
ETHUSDT,D,230523,0300,1804.91,1828.27,1792.01,1817.35,237498.9423
ETHUSDT,D,240523,0300,1817.36,1872.5,1815.24,1854.05,396869.6097
