<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,160519,0000,193.03,198.4,192.29,195.61,135042030
GAZP,D,170519,0000,194.61,203.45,194.24,202.7,99939840
GAZP,D,180519,0000,201.81,202.3,197.71,198.89,49498930
GAZP,D,210519,0000,200.2,201.48,198.3,200.8,27257450
GAZP,D,220519,0000,201.4,210.98,199.01,207.8,90723200
GAZP,D,230519,0000,208.92,210.11,206.33,208.1,34914980
GAZP,D,240519,0000,207.1,212.18,205.84,208.86,54423660
GAZP,D,250519,0000,209.49,210.2,203.76,204.5,28977610
GAZP,D,280519,0000,204.25,206.6,200.84,206.2,28108030
GAZP,D,290519,0000,206,206,201,203.13,61116250
GAZP,D,300519,0000,202.1,207.69,201.11,207.14,42885290
GAZP,D,310519,0000,207.9,216.45,207.57,213.1,77165630
GAZP,D,010619,0000,212,215.27,210.05,215.1,43583100
GAZP,D,040619,0000,214.4,251.65,213.5,235.51,218623740
GAZP,D,050619,0000,233.5,235.59,223.52,230.16,109468310
GAZP,D,060619,0000,230.25,233.3,228.04,230.01,40189180
GAZP,D,070619,0000,230,236.62,228.71,231.45,55255260
GAZP,D,080619,0000,233.13,233.77,230,230.5,42161970
GAZP,D,110619,0000,230.96,234.3,230.4,232.1,30561990
GAZP,D,120619,0000,232.33,237.63,231.13,234.86,44830680
GAZP,D,140619,0000,233.74,237.35,233.01,234.44,35344770
GAZP,D,150619,0000,234.38,235.44,231.26,231.51,25324550
GAZP,D,180619,0000,231.55,234.44,229.63,229.81,32323620
GAZP,D,190619,0000,229.68,232.3,228.3,232.13,32150900
GAZP,D,200619,0000,232.5,235.42,232,232.46,31792020
GAZP,D,210619,0000,234,234.45,231.45,232.52,44745000
GAZP,D,220619,0000,232.5,232.52,228.85,229.09,47026920
GAZP,D,250619,0000,229.54,233.04,229.47,232.38,22048370
GAZP,D,260619,0000,232.02,232.19,229.64,232.09,21479600
GAZP,D,270619,0000,232.52,233.6,232,233.1,19194980
GAZP,D,280619,0000,233.01,234.93,232.6,232.6,22173120
GAZP,D,290619,0000,233.21,235.47,232.35,232.83,42417300
GAZP,D,020719,0000,234.16,248.43,234.1,245.5,79789230
GAZP,D,030719,0000,246.25,249.26,243.7,246.65,31516910
GAZP,D,040719,0000,246.01,251.6,245.55,251.6,44695140
GAZP,D,050719,0000,251.6,256.4,250.61,255.35,43456600
GAZP,D,060719,0000,255.2,255.96,250.12,250.89,36201160
GAZP,D,090719,0000,250.11,250.96,245.2,248.51,39287950
GAZP,D,100719,0000,248.65,252.93,247.71,250.17,32399700
GAZP,D,110719,0000,250.65,251.48,248.8,250.21,32997900
GAZP,D,120719,0000,250.21,250.69,245,247.2,42946890
GAZP,D,130719,0000,247.07,247.8,244,245.5,21518430
GAZP,D,160719,0000,246.98,248.08,240.1,240.3,35954500
