<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NLMK,30,130223,1030,125.08,125.6,125.02,125.52,321520
NLMK,30,130223,1100,125.5,126.22,125.42,125.8,350340
NLMK,30,130223,1130,125.74,126.4,125.72,126.34,272210
NLMK,30,130223,1200,126.36,126.44,125.74,126.08,329490
NLMK,30,130223,1230,126.08,126.3,125.82,125.98,102400
NLMK,30,130223,1300,125.98,126.28,125.86,126.14,124540
NLMK,30,130223,1330,126.14,126.34,126.08,126.28,84400
NLMK,30,130223,1400,126.22,126.36,126.14,126.36,77360
NLMK,30,130223,1430,126.36,126.5,126.18,126.48,178170
NLMK,30,130223,1500,126.5,126.9,126.36,126.66,311100
NLMK,30,130223,1530,126.74,127.48,126.7,127.08,427900
NLMK,30,130223,1600,127.08,127.12,126.82,126.84,145200
NLMK,30,130223,1630,126.84,126.94,126.44,126.9,239910
NLMK,30,130223,1700,126.9,127.12,126.8,126.96,149670
NLMK,30,130223,1730,126.96,127.12,126.9,126.96,166920
NLMK,30,130223,1800,126.92,127.02,126.9,126.98,196100
NLMK,30,130223,1830,127,127.02,126.92,126.94,96360
NLMK,30,130223,1900,127.02,127.12,126.88,127.12,66330
NLMK,30,130223,1930,127.12,127.18,126.86,126.98,38710
NLMK,30,130223,2000,126.98,127,126.64,126.7,73640
NLMK,30,130223,2030,126.76,126.76,126.6,126.68,56750
NLMK,30,130223,2100,126.68,126.74,126.6,126.64,39070
NLMK,30,130223,2130,126.66,126.94,126.62,126.94,48910
NLMK,30,130223,2200,126.86,126.94,126.8,126.94,24470
NLMK,30,130223,2230,126.94,126.94,126.68,126.7,40410
NLMK,30,130223,2300,126.7,126.78,126.6,126.6,80390
NLMK,30,130223,2330,126.6,126.76,126.6,126.7,45340
NLMK,30,140223,0000,126.62,126.76,126.46,126.7,112830
NLMK,30,140223,1030,126.48,126.66,125.04,125.32,680800
NLMK,30,140223,1100,125.26,125.26,124.6,124.72,520850
NLMK,30,140223,1130,124.72,125.06,124.3,125.02,425810
NLMK,30,140223,1200,125.04,125.1,124.78,124.94,169920
NLMK,30,140223,1230,124.92,125,124.5,124.54,160540
NLMK,30,140223,1300,124.54,125,124.36,124.78,129140
NLMK,30,140223,1330,124.78,124.84,124.6,124.72,43690
NLMK,30,140223,1400,124.82,124.98,124.76,124.9,74030
NLMK,30,140223,1430,124.9,124.98,124.68,124.74,98170
NLMK,30,140223,1500,124.74,124.86,124.62,124.66,44230
NLMK,30,140223,1530,124.66,124.7,124.08,124.12,143330
NLMK,30,140223,1600,124.1,124.12,123.66,123.68,295420
NLMK,30,140223,1630,123.68,123.86,123.6,123.68,139020
NLMK,30,140223,1700,123.66,123.9,123.52,123.8,215290
NLMK,30,140223,1730,123.8,123.86,123.68,123.76,138550
NLMK,30,140223,1800,123.76,123.92,123.7,123.7,140600
NLMK,30,140223,1830,123.76,123.84,123.52,123.52,122070
NLMK,30,140223,1900,123.56,123.74,123.4,123.4,142240
NLMK,30,140223,1930,123.6,123.66,123.22,123.54,54590
NLMK,30,140223,2000,123.52,123.78,123.5,123.64,43490
NLMK,30,140223,2030,123.64,123.68,123.52,123.56,47920
NLMK,30,140223,2100,123.56,123.62,123.52,123.52,29070
NLMK,30,140223,2130,123.56,123.58,123.52,123.56,17160
NLMK,30,140223,2200,123.58,123.58,123.52,123.56,34350
NLMK,30,140223,2230,123.56,123.58,123.44,123.48,35200
NLMK,30,140223,2300,123.46,123.66,123.4,123.62,12290
NLMK,30,140223,2330,123.6,123.62,122.76,122.94,181660
NLMK,30,150223,0000,122.94,123.08,122.8,122.94,46230
