<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,160323,0000,161.5,162.48,158.05,159.68,24880090
GAZP,D,170323,0000,159.81,160.83,158.5,159.71,20909390
GAZP,D,180323,0000,160.19,164.41,159.85,163.29,41646910
GAZP,D,210323,0000,164.34,176.86,164.14,175.7,127825560
GAZP,D,220323,0000,176,177.25,168.66,170.55,107145180
GAZP,D,230323,0000,170,171.38,167.7,168.72,38726040
GAZP,D,240323,0000,168.72,169.71,167.82,168.84,18693600
GAZP,D,250323,0000,169.12,169.49,168.01,169.03,14753150
GAZP,D,280323,0000,170.16,173.25,169.74,172.33,35848790
GAZP,D,290323,0000,172.9,172.92,169.1,171.07,27017460
GAZP,D,300323,0000,171.57,172.5,169.41,170.95,22407700
GAZP,D,310323,0000,170.76,171.8,170.02,171.71,14686140
GAZP,D,010423,0000,172,172.71,168.14,169.83,31308340
GAZP,D,040423,0000,170.98,171.5,169,170.38,22589900
GAZP,D,050423,0000,170.99,176,170.14,172.55,73142470
GAZP,D,060423,0000,172.55,174.48,170.58,173.86,32845910
GAZP,D,070423,0000,174.02,175,171.3,171.6,30208000
GAZP,D,080423,0000,171.51,173.18,171.29,173.09,17663050
GAZP,D,110423,0000,173.58,175.2,173.23,174.54,23255110
GAZP,D,120423,0000,175.45,182.5,175.2,177.18,118049930
GAZP,D,130423,0000,178.3,179.78,175.55,178.75,37304200
GAZP,D,140423,0000,179.1,180.59,176.8,178.73,30746270
GAZP,D,150423,0000,179.01,180.1,177.1,179.5,20334900
GAZP,D,180423,0000,180.78,182.15,180.08,181.99,28588810
GAZP,D,190423,0000,182.31,184.97,182,184.39,41445490
GAZP,D,200423,0000,184.3,185.32,180.3,182.01,47887740
GAZP,D,210423,0000,182.04,182.72,178.64,181.74,38589720
GAZP,D,220423,0000,181.99,183.49,181.21,181.72,20901740
GAZP,D,250423,0000,181.4,183.88,170.63,181.56,44127930
GAZP,D,260423,0000,181.5,182.11,178,178.93,29237670
GAZP,D,270423,0000,179.05,179.84,178.03,178.38,16580980
GAZP,D,280423,0000,178.23,184.87,177.62,183.95,49246900
GAZP,D,290423,0000,184.39,185,179.64,181.13,38771730
GAZP,D,030523,0000,181.01,181.86,175.8,177.97,33059500
GAZP,D,040523,0000,177.75,177.79,172.15,172.87,37646830
GAZP,D,050523,0000,173.29,174.24,172.01,173.66,20437970
GAZP,D,060523,0000,173.66,175.48,171.16,172.09,22672500
GAZP,D,090523,0000,172.61,172.91,170.65,170.84,11426650
GAZP,D,110523,0000,171.29,176.74,171.12,175.53,50901940
GAZP,D,120523,0000,176.16,178.11,171.61,174.13,50308880
GAZP,D,130523,0000,174.29,175,172.61,173.95,23410060
GAZP,D,160523,0000,174.68,179.83,173.2,179.04,56084500
GAZP,D,170523,0000,179.9,181.8,176.73,177.05,50902520
