<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TCSG,D,050521,0000,4365.2,4446,4310,4444,236303
TCSG,D,060521,0000,4463,4470,4405,4454.8,149648
TCSG,D,070521,0000,4461.2,4520,4392.2,4512,205082
TCSG,D,080521,0000,4530.2,4548,4454.2,4523.8,152553
TCSG,D,110521,0000,4526.8,4930,4508,4827.4,509734
TCSG,D,120521,0000,4816.2,4878,4685.8,4845.6,294870
TCSG,D,130521,0000,4846.2,4871.8,4635.2,4657.4,365534
TCSG,D,140521,0000,4686.8,4767.4,4584.6,4727.6,201286
TCSG,D,150521,0000,4727.4,4756.8,4580,4610,131237
TCSG,D,180521,0000,4601,4626.4,4500.6,4593.2,171300
TCSG,D,190521,0000,4590.2,4675.8,4565.4,4636.8,175681
TCSG,D,200521,0000,4668,4692.6,4515.6,4575.8,216098
TCSG,D,210521,0000,4543.6,4683,4481,4645,236890
TCSG,D,220521,0000,4664.6,4769.8,4654.4,4730.2,189649
TCSG,D,250521,0000,4737.8,4779.8,4730,4756,114142
TCSG,D,260521,0000,4768.6,4820,4754.2,4809.2,141901
TCSG,D,270521,0000,4807.6,5137,4795,5097.8,359767
TCSG,D,280521,0000,5100.6,5669.8,5084.4,5512,1161629
TCSG,D,290521,0000,5540,5574,5422.2,5491,523468
TCSG,D,010621,0000,5508.2,5672.2,5439.2,5512.6,161711
TCSG,D,020621,0000,5521.4,5605.4,5432.4,5472.2,335800
TCSG,D,030621,0000,5436,5505,5123,5315,708274
TCSG,D,040621,0000,5350,5374.8,5110,5183,381379
TCSG,D,050621,0000,5200,5328,4986.2,5308.4,584158
TCSG,D,080621,0000,5319.8,5365,5162.4,5230,233010
TCSG,D,090621,0000,5223,5273.6,5115,5160,152519
TCSG,D,100621,0000,5187.2,5300,5164.4,5300,194873
TCSG,D,110621,0000,5286,5375,5234.6,5329,200898
TCSG,D,120621,0000,5349,5806.2,5313.4,5723,515484
TCSG,D,150621,0000,5722,5846.4,5625,5732.2,301798
TCSG,D,160621,0000,5736.2,5769.2,5501.2,5532.2,289007
TCSG,D,170621,0000,5532,5566.2,5402,5458.2,243277
TCSG,D,180621,0000,5466.6,5480,5354,5440,294017
TCSG,D,190621,0000,5474.4,5766,5446,5716.8,618243
TCSG,D,220621,0000,5740,5773.4,5672.2,5728.6,192471
TCSG,D,230621,0000,5730,5857,5641.6,5808,208284
TCSG,D,240621,0000,5830.2,5971.6,5703,5889,263760
TCSG,D,250621,0000,5910.8,6250,5877,6135.4,440122
TCSG,D,260621,0000,6128.6,6163.8,6013.6,6124.4,243988
TCSG,D,290621,0000,6120.2,6317.8,6075.4,6174.8,359955
TCSG,D,300621,0000,6175,6265,6161,6210,185888
TCSG,D,010721,0000,6207,6479,6170,6421,349575
TCSG,D,020721,0000,6436.2,6436.2,6271,6347,249431
TCSG,D,030721,0000,6339,6443.2,6300.8,6383.2,234618
TCSG,D,060721,0000,6409,6644,6390,6630,226004
TCSG,D,070721,0000,6634.4,6991,6567.2,6762.2,658990
TCSG,D,080721,0000,6752.8,6891,6621,6680.6,315636
TCSG,D,090721,0000,6718,6719.2,6551.2,6673,237194
TCSG,D,100721,0000,6695.4,6720.6,6568.2,6625,178072
TCSG,D,130721,0000,6656,6802.6,6626.8,6796.6,250561
TCSG,D,140721,0000,6810,6828,6455,6527.4,392096
TCSG,D,150721,0000,6519.4,6539.8,6112.4,6306,551803
TCSG,D,160721,0000,6300,6460,6187,6393,212667
TCSG,D,170721,0000,6400,6591,6330.2,6412,342796
TCSG,D,200721,0000,6400,6495,6250,6379,211224
TCSG,D,210721,0000,6400.2,6467,6325,6410.2,159745
TCSG,D,220721,0000,6430.4,6565,6410.4,6480,195940
TCSG,D,230721,0000,6518,6570,6406.8,6519,173773
TCSG,D,240721,0000,6525,6557.8,6461.4,6523.2,129988
TCSG,D,270721,0000,6529.2,6666,6420,6660,185184
TCSG,D,280721,0000,6653.6,6768,6356,6474.8,255081
TCSG,D,290721,0000,6474.6,6492,6218.4,6314,207571
TCSG,D,300721,0000,6314.2,6400,6250,6357,345183
TCSG,D,310721,0000,6352.8,6368,5970,6113.8,367426
TCSG,D,030821,0000,6136,6255,6025,6169.8,228063
TCSG,D,040821,0000,6150,6449.2,6127,6416.6,273239
TCSG,D,050821,0000,6412.4,6577,6382,6544.2,255805
TCSG,D,060821,0000,6560,6761.8,6524.6,6747.2,337987
TCSG,D,070821,0000,6760,6875,6674,6749,306038
TCSG,D,100821,0000,6749.8,6983.2,6702,6925,305300
TCSG,D,110821,0000,6940.2,7104.6,6923.4,7062.2,306812
TCSG,D,120821,0000,7043.2,7095.8,6951.4,7027,212163
TCSG,D,130821,0000,7055.2,7084,6961.4,7025.2,186224
TCSG,D,140821,0000,7024,7059.8,6988.8,7047,85185
TCSG,D,170821,0000,7050,7249,7029,7213.6,265977
TCSG,D,180821,0000,7223,7436,7188,7433.8,339390
TCSG,D,190821,0000,7457.6,7499,7120,7213,382646
TCSG,D,200821,0000,7188.4,7329.6,6843.4,6983.4,436444
TCSG,D,210821,0000,7006.8,7080,6771.8,6844.4,288208
TCSG,D,240821,0000,6898,7056,6874.4,7003.2,206747
TCSG,D,250821,0000,7029,7083.4,6906.2,7029,216052
TCSG,D,260821,0000,7037.8,7130,6964.2,7005.4,156076
TCSG,D,270821,0000,7030,7065,6666,6807,385871
TCSG,D,280821,0000,6830.4,6830.4,6475.6,6633,532502
TCSG,D,310821,0000,6668,6725,6564.6,6600.8,238815
TCSG,D,010921,0000,6617,6631.4,6416,6452.2,481349
TCSG,D,020921,0000,6484,6926.8,6453.2,6889.4,537290
TCSG,D,030921,0000,6896,7021.2,6716,6986,503103
TCSG,D,040921,0000,6980.4,7072.2,6890.6,6999.4,500735
TCSG,D,070921,0000,7040,7083.4,6863.6,6961.2,276916
TCSG,D,080921,0000,7000,7037,6863.2,6897,235649
TCSG,D,090921,0000,6911.8,6917.8,6660.4,6702.8,336045
TCSG,D,100921,0000,6670,6854,6578.4,6752.2,320657
TCSG,D,110921,0000,6770,6880.6,6739.4,6803.2,199247
TCSG,D,140921,0000,6830,6856,6642.4,6794,268167
TCSG,D,150921,0000,6810.2,6830,6530,6637.2,271036
TCSG,D,160921,0000,6667,6679.8,6412,6486.8,379940
TCSG,D,170921,0000,6497,6634,6369,6553,484379
TCSG,D,180921,0000,6550.2,6800,6550,6740,381191
TCSG,D,210921,0000,6767,6827.2,6560.2,6725,281240
TCSG,D,220921,0000,6750,6750,6590.2,6687,225673
TCSG,D,230921,0000,6690,6778.4,6631,6681,206851
TCSG,D,240921,0000,6733.4,6737.8,6643.4,6693,91413
TCSG,D,250921,0000,6715.2,6721.4,6505.8,6565,176667
TCSG,D,280921,0000,6590,6614.2,6402.8,6449.4,242380
TCSG,D,290921,0000,6467.8,6471,6170,6197.2,363324
TCSG,D,300921,0000,6203.6,6423.8,6176.2,6402,256859
TCSG,D,011021,0000,6404,6689,6332,6628.4,435197
TCSG,D,021021,0000,6628,6822,6572.2,6778.6,390863
TCSG,D,051021,0000,6788,6943,6650,6667.2,425142
TCSG,D,061021,0000,6690,6884.8,6660,6835,295785
TCSG,D,071021,0000,6874.8,7011.2,6783.8,6986.2,509384
TCSG,D,081021,0000,6996,7236,6996,7140,410124
TCSG,D,091021,0000,7158,7244.4,7063.2,7155,272112
TCSG,D,121021,0000,7170,7225,7051,7206,226782
TCSG,D,131021,0000,7197.8,7361,7132.8,7331.4,331882
TCSG,D,141021,0000,7360,7677.6,7290,7610.4,720095
TCSG,D,151021,0000,7630,7924.6,7542.2,7767.6,550098
TCSG,D,161021,0000,7800,7893.8,7678.6,7820.2,248259
TCSG,D,191021,0000,7849.8,7945.2,7700.2,7724,293790
TCSG,D,201021,0000,7728,7836.6,7485.2,7805,281252
TCSG,D,211021,0000,7825,7944,7770,7824.4,322980
TCSG,D,221021,0000,7850.8,7924.2,7815.2,7853,194655
TCSG,D,231021,0000,7860.6,7909.8,7642.4,7660,180080
TCSG,D,261021,0000,7667,7754,7500,7600,201897
TCSG,D,271021,0000,7625,7625.2,7300,7310.2,272745
TCSG,D,281021,0000,7340,7449.2,7067,7268,400718
TCSG,D,291021,0000,7297.8,7420,7208,7396.8,301498
TCSG,D,301021,0000,7424,7448.6,7185.4,7310,216118
TCSG,D,021121,0000,7324.8,7816,7304.2,7790.8,413361
TCSG,D,031121,0000,7792,7970,7700,7867,318495
TCSG,D,041121,0000,7875.4,7944,7702,7852.8,211368
TCSG,D,061121,0000,7860.8,8040.2,7760,8025,281489
TCSG,D,091121,0000,8025.2,8518.4,8025.2,8345,508148
TCSG,D,101121,0000,8400,8474.2,7876.6,7983.6,398054
TCSG,D,111121,0000,7983.8,8180,7605,7654.2,538725
TCSG,D,121121,0000,7670,7780,7312,7508,760551
TCSG,D,131121,0000,7520,7557.8,7230,7334,421397
TCSG,D,161121,0000,7347.2,7681.8,7335,7422.6,660204
TCSG,D,171121,0000,7450,7541.8,7142.4,7395.6,533273
TCSG,D,181121,0000,7416,7450,7217,7242.2,447897
TCSG,D,191121,0000,7225,7460,7150,7382,370279
TCSG,D,201121,0000,7429,7480,7032.2,7094.4,517101
TCSG,D,231121,0000,7100,7150,6537.6,6615.8,869662
TCSG,D,241121,0000,6600,7050,6308.2,7048,1189626
TCSG,D,251121,0000,7071,7355.8,6827,6888,863972
TCSG,D,261121,0000,6940,7324.6,6903.6,7262,573366
TCSG,D,271121,0000,6999.8,7150,6780.2,6811,556082
TCSG,D,301121,0000,6955,7098.8,6814.2,6938.2,437126
TCSG,D,011221,0000,6720,7245,6529,7114,976785
TCSG,D,021221,0000,7260,7542.2,7175,7358,789111
TCSG,D,031221,0000,7434.8,7519.6,7175.4,7222,365209
TCSG,D,041221,0000,7271,7405,7220,7307.6,341163
TCSG,D,071221,0000,7351.8,7407.6,6629.4,6679,612947
TCSG,D,081221,0000,6679,6913,6315,6563,992127
TCSG,D,091221,0000,6599.8,6750,6141,6245.4,829828
TCSG,D,101221,0000,6212.6,6523,6020,6322.4,671384
TCSG,D,111221,0000,6328.2,6392,6113.2,6310.2,432432
TCSG,D,141221,0000,6330,6444.8,5870,5919.8,730856
TCSG,D,151221,0000,5890.6,6047.8,5400.6,5970,663509
TCSG,D,161221,0000,5980,6186,5866,6140.2,349883
TCSG,D,171221,0000,6194,6300,5980,6112.6,768497
TCSG,D,181221,0000,6145,6186.2,6020,6119,355204
TCSG,D,211221,0000,6056.4,6138.8,5830,6006.2,276899
TCSG,D,221221,0000,6014,6274,5985,6105,430617
TCSG,D,231221,0000,6129.8,6159.8,5960,5960,365017
TCSG,D,241221,0000,5983.6,6035,5870,5972.8,241219
TCSG,D,251221,0000,5989.4,6030,5855,5991.8,164133
TCSG,D,281221,0000,5991.6,6095.8,5926.4,6013.2,190714
TCSG,D,291221,0000,5996,6209.8,5953,6099,286362
TCSG,D,301221,0000,6099.8,6146,5880,5960.8,345231
TCSG,D,311221,0000,5960,6162.6,5902.6,6118,406735
TCSG,D,040122,0000,6150,6382.4,6112.4,6364.4,249524
TCSG,D,050122,0000,6399.8,6480.8,6202,6264.6,406987
TCSG,D,060122,0000,6279.6,6280,5805,5805,392140
TCSG,D,070122,0000,5843.4,5984.8,5712.4,5801.6,535186
TCSG,D,110122,0000,5755,5902,5737,5830,315661
TCSG,D,120122,0000,5839,6027.4,5794.6,5945,358096
TCSG,D,130122,0000,5960,6222.4,5893,6192.8,471781
TCSG,D,140122,0000,6192,6240,5666,5832.8,911415
TCSG,D,150122,0000,5832.6,5926.2,5299.6,5509.8,1474530
TCSG,D,180122,0000,5520.2,5625,5045.4,5295,1151030
TCSG,D,190122,0000,5307,5307.8,4636.8,4720,1501955
TCSG,D,200122,0000,4733,4952,4403.6,4650,2267651
TCSG,D,210122,0000,4650.2,5016,4511.8,4822.8,1177118
TCSG,D,220122,0000,4805,4989.6,4720,4828,724523
TCSG,D,250122,0000,4849.6,4960,4390,4600,1050608
TCSG,D,260122,0000,4614.6,5013,4486,4952,1229172
TCSG,D,270122,0000,4976.8,5247,4773,5089.8,1168530
TCSG,D,280122,0000,5050,5524.8,4962.4,5400,1296147
TCSG,D,290122,0000,5449.4,5749.6,5329,5421.2,1208979
TCSG,D,010222,0000,5476.4,5649.8,5465,5587,631361
TCSG,D,020222,0000,5600,5718,5525,5665,702649
TCSG,D,030222,0000,5684.5,5717.5,5470.5,5554,555344
TCSG,D,040222,0000,5501,5565,5117.5,5235,662997
TCSG,D,050222,0000,5250,5396.5,5082.5,5184.5,548809
TCSG,D,080222,0000,5200,5262,4973,5005,389550
TCSG,D,090222,0000,5005,5095,4879.5,5067.5,600681
TCSG,D,100222,0000,5070,5741,5035,5698,1505093
TCSG,D,110222,0000,5703,6058,5442,5846.5,1726737
TCSG,D,120222,0000,5815,5958,5309,5314.5,1624003
TCSG,D,150222,0000,5260,5498,4920,5223,1635199
TCSG,D,160222,0000,5240,5645,5232,5519.5,1798472
TCSG,D,170222,0000,5550,5690,5355,5488.5,1451953
TCSG,D,180222,0000,5490,5497.5,5108,5147,1120399
TCSG,D,190222,0000,5160,5294,4663.5,4821.5,1519192
TCSG,D,220222,0000,4850,5110,4351,4475,2861880
TCSG,D,230222,0000,4424,4615.5,4007.5,4488.5,2787155
TCSG,D,250222,0000,4059.5,4059.5,1732.5,3039.5,2692675
TCSG,D,260222,0000,2664,3852.5,2559,3054.5,2804947
TCSG,D,300322,0000,3141.5,3649.5,2867.5,2990,762670
TCSG,D,310322,0000,3099,3180,2900.5,2980,360071
TCSG,D,010422,0000,3002.5,3393.5,2930,3318.5,741111
TCSG,D,020422,0000,3350,3678,3331.5,3499.5,761807
TCSG,D,050422,0000,3599.5,3812,3312.5,3664,659289
TCSG,D,060422,0000,3738,3791,3360,3601,491949
TCSG,D,070422,0000,3605,3623,3430,3500,243032
TCSG,D,080422,0000,3505,3594.5,3450,3470,226291
TCSG,D,090422,0000,3455,3548,3151,3274.5,321642
TCSG,D,120422,0000,3285,3434.5,3215,3269,165188
TCSG,D,130422,0000,3280,3309,3062.5,3217,178394
TCSG,D,140422,0000,3243.5,3259,3139,3172,91345
TCSG,D,150422,0000,3179,3198,2985,3010,199576
TCSG,D,160422,0000,3001,3030,2901,2993,138316
TCSG,D,190422,0000,3003,3069,2710,2722,250434
TCSG,D,200422,0000,2731,2731,2350.5,2540,634888
TCSG,D,210422,0000,2510,2775,2424,2590,441555
TCSG,D,220422,0000,2600,2648,2455.5,2485,203786
TCSG,D,230422,0000,2500,2560,2260,2270,319894
TCSG,D,260422,0000,2197,2228.5,1908,1908,457824
TCSG,D,270422,0000,1885,2138,1870,2073,423984
TCSG,D,280422,0000,2092,2690.5,2030,2520,778651
TCSG,D,290422,0000,2552,2950,2500,2700,1267001
TCSG,D,300422,0000,2965,3030,2557,2608,623239
TCSG,D,050522,0000,2558.5,2666.5,2391,2402,357820
TCSG,D,060522,0000,2420,2533,2405.5,2453,258667
TCSG,D,070522,0000,2490,2497.5,2257.5,2304,270434
TCSG,D,120522,0000,2304,2349,2187,2245.5,220949
TCSG,D,130522,0000,2246,2259,2013.5,2032,250135
TCSG,D,140522,0000,2052,2183,2045,2130,254127
TCSG,D,170522,0000,2146,2229,2133,2185,202275
TCSG,D,180522,0000,2247.5,2380,2190.5,2380,246200
TCSG,D,190522,0000,2432,2549.5,2360,2402,473073
TCSG,D,200522,0000,2399,2399,2205,2236.5,324108
TCSG,D,210522,0000,2238,2305,2142,2194,257513
TCSG,D,240522,0000,2225,2240,2105,2129,152843
TCSG,D,250522,0000,2110,2225.5,2041,2146.5,243926
TCSG,D,260522,0000,2150,2180,2088,2155.5,203586
TCSG,D,270522,0000,2163,2245,2160.5,2220.5,262683
TCSG,D,280522,0000,2232,2247.5,2161,2201,182384
TCSG,D,310522,0000,2212,2234,2148,2164,171580
TCSG,D,010622,0000,2150.5,2162,2085.5,2111.5,121471
TCSG,D,020622,0000,2112,2158,2075,2110.5,114189
TCSG,D,030622,0000,2124.5,2127,2086.5,2105,72953
TCSG,D,040622,0000,2109.5,2123.5,2000,2018,154636
TCSG,D,070622,0000,2010,2010,1853,1900,259091
TCSG,D,080622,0000,1902.5,1913,1800,1859.5,239143
TCSG,D,090622,0000,1870,1944.5,1867,1886,177764
TCSG,D,100622,0000,1895,1896,1747.5,1777,281799
TCSG,D,110622,0000,1765,1780,1690.5,1701,241886
TCSG,D,150622,0000,1689.5,1689.5,1593,1597,288224
TCSG,D,160622,0000,1588,1669.5,1580,1651.5,193376
TCSG,D,170622,0000,1678,1740,1661,1737,200937
TCSG,D,180622,0000,1749,1794.5,1655,1676,231905
TCSG,D,210622,0000,1676.5,1734,1671,1725,218442
TCSG,D,220622,0000,1740,1765,1668.5,1673,168881
TCSG,D,230622,0000,1674.5,1677,1621,1649,121202
TCSG,D,240622,0000,1651,1690.5,1620.5,1654.5,166552
TCSG,D,250622,0000,1659,1662.5,1621,1635,96308
TCSG,D,280622,0000,1623,1674,1623,1672,121709
TCSG,D,290622,0000,1695,1934.5,1661,1927,503592
TCSG,D,300622,0000,1930,1949,1751.5,1810,476833
TCSG,D,010722,0000,1805,1818.5,1675,1804,336997
TCSG,D,020722,0000,1791,1877,1731.5,1861,148086
TCSG,D,050722,0000,1870,2020,1867,2012,293450
TCSG,D,060722,0000,1987,2095,1980,2039,320365
TCSG,D,070722,0000,2073,2149.5,2052.5,2100,225961
TCSG,D,080722,0000,2106,2135,2014,2031,120952
TCSG,D,090722,0000,2038.5,2048,1957,2013,115292
TCSG,D,120722,0000,2021,2090.5,1970,1980,158917
TCSG,D,130722,0000,1980,1994,1892,1943.5,117797
TCSG,D,140722,0000,1945,1987,1863,1895,150493
TCSG,D,150722,0000,1901.5,1932.5,1865,1879.5,81254
TCSG,D,160722,0000,1874,1909,1845,1901.5,117568
TCSG,D,190722,0000,1934.5,1934.5,1850,1876,123649
TCSG,D,200722,0000,1870,1875.5,1800,1813.5,85204
TCSG,D,210722,0000,1817,1845,1756,1771,136176
TCSG,D,220722,0000,1770,1786.5,1704.5,1759,107358
TCSG,D,230722,0000,1764.5,1891,1760,1854,225532
TCSG,D,260722,0000,1876,1969.5,1857,1969.5,206393
TCSG,D,270722,0000,1981,2038.5,1930,1994.5,250400
TCSG,D,280722,0000,2022,2022,1928,1963,157536
TCSG,D,290722,0000,1985,1987,1930.5,1947.5,100794
TCSG,D,300722,0000,1949,1993,1931.5,1950,98909
TCSG,D,020822,0000,1955,1958,1865,1884.5,130588
TCSG,D,030822,0000,1880,1906.5,1807.5,1810,134508
