<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NLMK,D,150222,0000,220.8,230.5,216.54,228.02,15795700
NLMK,D,160222,0000,228,236.2,228,233.04,15810900
NLMK,D,170222,0000,233.98,236.5,230.44,235.7,8910030
NLMK,D,180222,0000,235.38,235.68,225.84,227.52,15810110
NLMK,D,190222,0000,228.92,231.52,223.56,226.9,15288620
NLMK,D,220222,0000,226.5,230.5,186,200.98,36893140
NLMK,D,230222,0000,200.6,223.54,191.92,220.04,30421000
NLMK,D,250222,0000,197.98,207.98,142,180.68,30086270
NLMK,D,260222,0000,185.12,202.34,160.96,177.5,22097810
NLMK,D,250322,0000,170,212.22,161,183,11702050
NLMK,D,260322,0000,183.92,192,170.4,173,2399660
NLMK,D,290322,0000,173.52,174.9,159.3,163.5,2144320
NLMK,D,300322,0000,164.1,175,152,158.02,4206830
NLMK,D,310322,0000,163.52,168.4,160,167,2612760
NLMK,D,010422,0000,170,179.52,168.5,171.9,6541730
NLMK,D,020422,0000,174.52,181.46,172,173.2,7902010
NLMK,D,050422,0000,173.4,177.82,166.1,171.9,3946880
NLMK,D,060422,0000,171.9,172.84,161.2,162.5,3836590
NLMK,D,070422,0000,163,163,158.1,160.5,2410350
NLMK,D,080422,0000,160.68,163.2,160.1,160.52,1727440
NLMK,D,090422,0000,162.2,162.48,160,161.14,1289140
NLMK,D,120422,0000,161.2,161.44,156.42,157.2,1979830
NLMK,D,130422,0000,159.02,159.12,152.1,155.44,1689800
NLMK,D,140422,0000,157,157.76,152.02,155,1204340
NLMK,D,150422,0000,154.56,155,150,150.2,1461720
NLMK,D,160422,0000,150.2,155.22,145.6,155.22,2254180
NLMK,D,190422,0000,154.54,155.84,148,148,1233150
NLMK,D,200422,0000,148.3,150,143,149.16,1759230
NLMK,D,210422,0000,149.5,158.9,147,156.5,2633960
NLMK,D,220422,0000,156.1,156.5,152.08,155,1587470
NLMK,D,230422,0000,154.74,159.5,153.2,155.86,1830390
NLMK,D,260422,0000,155.24,155.78,149.4,152.78,1182820
NLMK,D,270422,0000,151.2,157.98,150.54,157.98,1306270
NLMK,D,280422,0000,157.98,160.84,156.24,158.16,1191580
NLMK,D,290422,0000,159.76,162,157,157.24,1920610
NLMK,D,300422,0000,155,160.86,154.34,158.6,1752420
NLMK,D,050522,0000,160.5,160.68,155,155,791410
NLMK,D,060522,0000,156.8,157.94,155,157.94,699660
NLMK,D,070522,0000,157.64,162,156.66,162,852500
NLMK,D,120522,0000,160.58,160.9,158.04,159.38,1073660
NLMK,D,130522,0000,159.38,160.5,155.5,156,926070
NLMK,D,140522,0000,156.5,157.44,155,155.1,602210
NLMK,D,170522,0000,155.4,160,155.04,160,922790
NLMK,D,180522,0000,159.9,160.48,159,159,1193570
NLMK,D,190522,0000,159.4,162.48,159,160.3,2555880
NLMK,D,200522,0000,160.34,161.62,157.14,161.62,935750
NLMK,D,210522,0000,161.48,161.5,155.7,155.94,1534860
NLMK,D,240522,0000,157.18,157.84,150.3,151.36,1223620
NLMK,D,250522,0000,151.88,152.26,146.8,147,1609230
NLMK,D,260522,0000,149.48,152.9,148,150.5,923370
NLMK,D,270522,0000,150.42,153.62,147.6,150.78,1292510
NLMK,D,280522,0000,151.02,151.88,149.04,149.86,1219740
NLMK,D,310522,0000,149.92,150,143.8,145.52,2653070
NLMK,D,010622,0000,145.5,145.54,142.12,144.3,1228400
NLMK,D,020622,0000,144,144.2,140.62,142.2,2675310
NLMK,D,030622,0000,141.86,142.5,135.1,136.26,2519060
NLMK,D,040622,0000,135.18,135.8,124.12,130.02,7311630
NLMK,D,070622,0000,130.02,130.2,127.02,129.5,1810620
NLMK,D,080622,0000,129.4,133,124.5,131.98,4680150
NLMK,D,090622,0000,132.32,135.46,132.02,133.88,2202860
NLMK,D,100622,0000,134,139.48,128.06,129.78,2634820
NLMK,D,110622,0000,129.8,131,126.1,130.7,1748240
NLMK,D,150622,0000,129.58,129.84,127.3,129.84,1537200
NLMK,D,160622,0000,129.5,130,128.5,128.78,1809540
NLMK,D,170622,0000,129.38,132.48,128.34,131,2754720
NLMK,D,180622,0000,131,131.72,129.92,130.12,1255750
NLMK,D,210622,0000,130.34,134.38,130.02,134.38,2514660
NLMK,D,220622,0000,134.72,138.92,132.96,134.3,4036510
NLMK,D,230622,0000,132.78,137.18,130.2,134.86,1893210
NLMK,D,240622,0000,134.52,137,132.4,137,2112220
NLMK,D,250622,0000,137.02,138.5,134.32,135.9,1980080
NLMK,D,280622,0000,135.72,136.18,134,136,1397940
NLMK,D,290622,0000,135.44,135.84,133.9,134,1368460
NLMK,D,300622,0000,133.9,139.14,131.44,137.78,2596510
NLMK,D,010722,0000,137.78,139.96,133,133.4,3823290
NLMK,D,020722,0000,133.24,140.18,131.08,133.1,3328210
NLMK,D,050722,0000,135.02,136.5,133.46,135.5,1582620
NLMK,D,060722,0000,135.5,136.78,132.48,136.5,1543860
NLMK,D,070722,0000,136,140.5,135.6,138.9,2518360
NLMK,D,080722,0000,138.64,139.66,136.5,138.38,1249110
NLMK,D,090722,0000,138.2,138.2,135.6,138,945460
NLMK,D,120722,0000,138,138.5,135.5,136.52,1022510
NLMK,D,130722,0000,136.46,136.48,132.4,132.52,1475060
NLMK,D,140722,0000,132.66,133.02,128.1,129.8,1647570
NLMK,D,150722,0000,129.78,131.2,126.02,127.14,1572230
NLMK,D,160722,0000,127.2,129.78,124.7,129.78,1867650
NLMK,D,190722,0000,129.36,130.04,125.46,125.46,1545950
NLMK,D,200722,0000,125.72,126.04,121,123.2,2865900
NLMK,D,210722,0000,123.2,123.82,118.6,119.98,3290480
NLMK,D,220722,0000,119.42,119.42,114,115.88,3219380
NLMK,D,230722,0000,115.36,117.5,114.06,117.44,1976260
